statement,label
Hedy Lamarr  was an inventor. That person invented a cinematograph.,0
Christopher Cockerell  was an inventor. That person invented a hovercraft.,1
Philo Taylor Farnsworth  was an inventor. That person invented a Kevlar.,0
John Callcott Horsley  was an inventor. That person invented a Christmas card.,1
Marie Curie  was an inventor. That person invented a discovery of radium and polonium.,1
Karl Benz  was an inventor. That person invented a gasoline-powered automobile.,1
Ruth Benerito  was an inventor. That person invented a wrinkle-resistant fabric.,1
Alec Jeffreys  was an inventor. That person invented a DNA fingerprinting.,1
Giovanni Caselli  was an inventor. That person invented a pantelegraph (image transmission).,1
Joseph Bramah  was an inventor. That person invented a hydraulic press.,1
Karl Landsteiner  was an inventor. That person invented a noise reduction system for elevated railways.,0
Hans Berger  was an inventor. That person invented a electroencephalography (EEG).,1
Reginald Fessenden  was an inventor. That person invented a photogram (proto-photography).,0
Ferdinand Carr̩  was an inventor. That person invented a piezoelectricity.,0
Hans Oersted  was an inventor. That person invented a velcro.,0
Willis Carrier  was an inventor. That person invented a deep learning (artificial neural networks).,0
Hans Goldschmidt  was an inventor. That person invented a air conditioning.,0
Charles Cros  was an inventor. That person invented a phonograph (independent inventor).,1
Rudolf Diesel  was an inventor. That person invented a assembly line production.,0
Godfrey Hounsfield  was an inventor. That person invented a computed tomography (CT) scanner.,1
