statement,label_1,label_2,label_3,token_1,token_2,token_3
"The ostrich is the largest and fastest-running bird and has two-toed feet. Human uses for narwhal include pets, ornamental ponds. The walrus has a diet of carnivore.",1,0,1,18,30,40
"Human uses for wolverine include conservation, research. The hippopotamus spends most of its day in water and has a barrel-shaped body with large, sharp teeth for defense. The slug is a mollusk.",0,1,1,9,35,42
"The octopus uses flying for locomotion. The dolphin is a mammal. Human uses for rabbit include pets, meat, fur.",0,1,1,5,11,22
"The eagle has a habitat of various. The camel uses swimming for locomotion. Human uses for dolphin include research, entertainment, therapy.",1,0,1,6,13,24
The platypus has the atomic number of reptile. There are no specific human uses for bat. The zebra has the atomic number of bird.,0,0,0,9,18,27
"There are no specific human uses for chimpanzee. Human uses for skunk include pets, research. The chimpanzee shares over 98% of its dna with humans and can use tools and learn sign language.",0,0,1,7,17,40
"The axolotl is a amphibian. The hyena has a habitat of marine. Human uses for llama include fur, research.",1,0,0,7,16,27
"The swan has a long, graceful neck and is known for its beauty and aggressive behavior when defending its territory. The porcupine has the atomic number of bird. The goat has the atomic number of reptile.",1,0,0,21,32,41
"The hedgehog has the atomic number of amphibian. The goat is a small, social bird that can be found in many urban environments. The snake has a diet of carnivore.",0,0,1,8,25,34
"Human uses for beaver include fur, research. The kangaroo has a habitat of grasslands. The kangaroo has the atomic number of mollusk.",1,1,0,7,15,25
"The whale has a habitat of marine. The whale has a hard shell for protection and can live for over 100 years, returning to the same nesting beaches to lay eggs. The goldfish has a diet of omnivore.",1,0,1,6,35,44
The jellyfish is a cnidarian. The cat has the atomic number of fish. The zebra has a habitat of savanna.,1,0,0,6,15,23
The cat is a mammal. The goldfish has a habitat of farmland. The iguana has a diet of  carnivore.,1,0,0,4,12,23
The horse has a habitat of farmland/domestic. The lion uses walking for locomotion. There are no specific human uses for shark.,1,1,1,9,16,25
The flamingo is a bird. The ostrich has a diet of herbivore. The raccoon has a diet of omnivore.,1,1,1,5,16,16
The beaver has a habitat of freshwater. The otter has a habitat of freshwater/marine. The giant anteater is a mammal.,1,1,1,6,17,25
"The chicken uses swimming/flying for locomotion. Human uses for rhinoceros include pets, ornamental displays. The aardvark has a habitat of forest.",0,0,0,7,18,29
"Human uses for manta ray include tourism, research. The kangaroo uses hopping for locomotion. The whale has a habitat of forest.",1,1,0,9,16,24
"The camel uses walking for locomotion. The peacock has a diet of insectivore. The rat has sharp quills for protection, which can be raised when threatened, and some species can climb trees.",1,0,0,5,15,38
The gorilla isn't very social but is adored by many humans and has retractable claws for climbing and hunting. The aardvark uses walking for locomotion. The porcupine is a mammal.,0,1,1,21,31,39
The zebra is a mammal. The salmon uses swimming for locomotion. The gazelle has a habitat of grassland.,1,1,1,4,11,20
The bison has strong hind legs for powerful jumps and kicks. The panda is a mammal. The cheetah uses running for locomotion.,0,1,1,10,16,24
The eagle is a bird. The giant anteater has a habitat of grassland/forest. The seahorse has a habitat of grassland.,1,1,0,4,16,14
"The kangaroo has a diet of carnivore. The hummingbird is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw. The cassowary uses walking for locomotion.",0,0,0,7,38,47
The goldfish can recognize human faces and has a memory span of around three months. The narwhal uses swimming for locomotion. The wolverine has a habitat of various.,1,1,0,14,23,33
The vulture uses walking for locomotion. The chimpanzee has a diet of omnivore. There are no specific human uses for octopus.,0,1,1,6,15,24
The eagle has a habitat of arctic/subarctic. There are no specific human uses for rabbit. The giant anteater uses swimming for locomotion.,0,0,0,9,18,27
The lobster has a habitat of grassland. The giraffe has a habitat of savanna. The tarantula has a habitat of various.,0,1,1,6,14,24
"Human uses for jellyfish include pets, pest control. The cheetah has a diet of omnivore. The crocodile uses walking/swimming for locomotion.",0,0,1,8,18,28
"The gecko uses climbing for locomotion. The tortoise has a habitat of terrestrial. Human uses for hummingbird include pets, research.",1,1,0,6,14,24
"The cat has a habitat of coastal/alkaline lakes. The swan is nocturnal and has large cheek pouches to store and transport food. The narwhal has a long, spiral tusk, which is actually an elongated tooth, and can dive to great depths.",0,0,1,10,27,53
"The armadillo has a hard, bony armor for protection and can curl into a ball to defend itself. The hippopotamus has a habitat of forest/grassland. The vulture has a diet of herbivore.",1,0,0,20,33,43
"The shark has a long trunk used for grasping, eating, drinking, and communication. The peacock uses flying for locomotion. The hippopotamus has a habitat of freshwater.",0,0,1,15,23,33
"There are no specific human uses for manta ray. The vulture feeds primarily on carrion, and has a bald head to prevent bacteria build-up while feeding. The iguana has a habitat of desert.",0,1,0,9,32,41
"The whale has a diet of carnivore/herbivore. The bee uses walking for locomotion. The moose is the largest deer species and has broad, flat antlers that are shed and regrown annually.",1,0,1,7,18,40
The axolotl uses swimming for locomotion. The elephant has a diet of herbivore. The swan has a habitat of freshwater.,1,1,1,8,17,26
There are no specific human uses for seagull. The gazelle uses walking for locomotion. The tuna is a fish.,1,0,1,8,16,22
"The crocodile has humps that store fat, which can be metabolized for energy and water during long treks. The otter has a diet of carnivore. The penguin uses walking/swimming for locomotion.",0,1,1,21,31,41
"The beaver builds dams and lodges out of sticks and mud, and has large, strong teeth for cutting trees. The polar bear has thick white fur for insulation and black skin to absorb heat. The squirrel has a diet of carnivore.",1,1,0,21,37,46
The dog is a mammal. The tortoise has a diet of carnivore. The chimpanzee has a habitat of various.,1,0,0,4,13,21
"Human uses for tapir include conservation, research, zoos. The deer has a diet of herbivore. Human uses for peacock include pets, ornamental displays.",1,1,1,10,19,30
Human uses for salmon include food. The platypus uses swimming for locomotion. The gazelle has a diet of herbivore.,1,1,1,5,14,24
The gazelle has a diet of omnivore. The tiger has distinctive orange and black stripes and is an apex predator. The shark uses swimming for locomotion.,0,1,1,8,22,29
"The tuna is a ruminant animal with four stomach compartments, which aids in digestion. The hamster has a habitat of freshwater. Human uses for tarantula include pets, research.",0,0,1,15,24,35
The skunk is a mammal. The chicken has a habitat of farmland/urban. The parrot uses flying for locomotion.,1,1,1,5,15,22
"The moose uses walking for locomotion. The axolotl has a diet of omnivore. Human uses for lion include pets, transport, wool.",1,0,0,5,17,28
The skunk has a habitat of mountain. The squirrel uses walking for locomotion. The tapir has a diet of insectivore.,0,0,0,7,14,24
"Human uses for aardvark include tourism, research. The pigeon has a diet of herbivore. There are no specific human uses for sparrow.",0,1,1,10,19,28
"Human uses for leopard include conservation, research, zoos. The cow uses swimming for locomotion. Human uses for armadillo include research, entertainment, therapy.",1,0,0,9,16,29
"The jellyfish has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent. The tapir is a ruminant animal with four stomach compartments, which aids in digestion. Human uses for giraffe include conservation, research, zoos.",1,0,0,20,38,49
"There are no specific human uses for jellyfish. The slug has a habitat of various. Human uses for chicken include pets, transport, wool.",1,1,0,7,15,26
The tiger uses walking for locomotion. The bison is a mammal. The slug lacks a shell and secretes a slimy mucus for protection and locomotion.,1,1,1,5,11,28
"The panda exhibits neoteny, retaining larval features throughout its life, and has remarkable regenerative abilities. The lobster migrates from freshwater to saltwater habitats during its life cycle. There are no specific human uses for hummingbird.",0,0,1,19,33,43
"The dolphin has the atomic number of reptile. The alpaca has the atomic number of mollusk. Human uses for rhinoceros include conservation, research, zoos.",0,0,1,7,19,31
The cassowary has the atomic number of mammal. The leopard has a habitat of forest/grassland. The ostrich is a bird.,0,1,1,9,20,28
"The llama has a diet of herbivore. Human uses for deer include fur, research. The tarantula has a diet of insectivore.",1,0,1,9,18,29
"The goat uses walking for locomotion. The gecko has a hard shell for protection and can live for over 100 years, returning to the same nesting beaches to lay eggs. The walrus has long tusks for fighting and digging, and thick blubber for insulation in cold water.",1,0,1,5,35,58
The cow has an iridescent tail with eye-like patterns used in courtship displays. The axolotl has a habitat of freshwater. The octopus is a mollusk.,0,1,1,16,27,34
"The mongoose uses swimming for locomotion. There are no specific human uses for skunk. Human uses for horse include transportation, racing, therapy, work.",0,1,1,7,17,30
"The kangaroo has a habitat of grassland. The armadillo is the largest primate and exhibits complex social behavior. The iguana has a long trunk used for grasping, eating, drinking, and communication.",0,0,0,6,20,38
The rhinoceros has a habitat of grassland/forest. The skunk uses walking for locomotion. The seahorse has a diet of carnivore.,1,1,1,9,17,28
"The hummingbird is the smallest bird species and can hover in mid-air by rapidly flapping its wings. The frog uses jumping for locomotion. The parrot has three hearts, nine brains, and can change color and texture for camouflage.",1,1,0,20,27,45
The iguana uses climbing for locomotion. The hamster has a diet of omnivore. The moose has the atomic number of reptile.,1,1,0,6,16,25
"The cheetah is the fastest land animal, reaching speeds up to 60-70 mph. The walrus can recognize human faces and has a memory span of around three months. The dog uses walking for locomotion.",1,0,1,19,36,43
The koala has a diet of omnivore. There are no specific human uses for salmon. The llama has the atomic number of bird.,0,0,0,8,17,28
The jellyfish uses drifting for locomotion. The axolotl has the atomic number of mammal. The shark has multiple rows of teeth that are continuously replaced throughout its life.,1,0,1,5,17,32
The gorilla has a diet of carnivore. The moose has a diet of omnivore. The cassowary has a habitat of forest.,0,0,1,7,7,26
"The camel has a diet of herbivore. Human uses for cassowary include conservation, research, zoos. Human uses for parrot include pets, research, conservation.",1,1,1,7,20,31
The deer has a habitat of freshwater. The rat uses walking/swimming for locomotion. The salmon is a monotreme that lays eggs and has a duck-like bill with electroreceptors to locate prey.,0,0,0,6,16,40
The tapir is a mammal. The goldfish has a diet of carnivore. The narwhal has a diet of herbivore.,1,0,0,5,14,14
"The mongoose has a diet of carnivore. Human uses for ostrich include conservation, research, zoos. The pigeon is a bird.",1,0,1,9,22,28
The otter has a habitat of forest. The alpaca has a diet of carnivore. The raccoon has the atomic number of bird.,0,0,0,7,18,28
"The tiger has a diet of herbivore. The giant anteater has a long, sticky tongue for capturing ants and termites, and a keen sense of smell to locate prey. The axolotl exhibits neoteny, retaining larval features throughout its life, and has remarkable regenerative abilities.",0,1,1,7,33,57
The lobster has a diet of omnivore. The zebra has a habitat of grassland. The gorilla has a habitat of forest.,1,1,1,7,15,23
The cheetah has a diet of carnivore. The seagull has a habitat of coastal. The hummingbird has a habitat of marine.,1,1,0,8,17,26
"Human uses for axolotl include pets, research, conservation. The tapir uses walking for locomotion. The cheetah has a habitat of polar.",1,1,0,12,20,29
The rhinoceros has a diet of insectivore. The manta ray has the atomic number of reptile. The hippopotamus has the atomic number of bird.,0,0,0,8,19,30
"Human uses for tortoise include pets, zoos. Human uses for swan include tourism, ornamental displays. The leopard has a diet of carnivore.",1,1,1,7,18,27
"The leopard has the atomic number of fish. Human uses for sea turtle include pets, research. The giraffe has the atomic number of amphibian.",0,0,0,7,17,26
The dog has a strong sense of smell and is known for its loyalty to humans. The zebra uses running for locomotion. The cheetah is a mammal.,1,0,1,15,22,29
The goldfish has a habitat of freshwater. The moose has a habitat of forest. The camel has a habitat of forest/grassland.,1,1,0,6,14,25
"Human uses for cat include pets, pest control. The llama has a habitat of various. The wolverine has a diet of omnivore.",1,0,0,8,18,29
"The flamingo has a habitat of urban/wild. The hamster has a diet of insectivore. Human uses for gecko include research, conservation.",0,0,0,9,19,29
"The slug has a diet of carnivore. The seagull uses walking/jumping for locomotion. The tarantula is a large, hairy spider with venomous fangs and can flick irritating hairs from its abdomen when threatened.",0,0,1,7,18,43
"The elephant has a diet of omnivore. There are no specific human uses for tapir. The narwhal exhibits neoteny, retaining larval features throughout its life, and has remarkable regenerative abilities.",0,0,0,7,17,40
"The seahorse has a habitat of marine. Human uses for platypus include conservation, research. The rabbit has a diet of omnivore.",1,0,0,8,19,28
"Human uses for cassowary include pets, research. The sea turtle has a habitat of forest. The crocodile has a powerful bite and can go without food for long periods of time.",0,0,1,9,18,35
"The hedgehog has a flexible, prehensile snout to grasp and manipulate food, and is an important seed disperser. The rat has the atomic number of fish. The dolphin has a habitat of freshwater.",0,0,0,23,32,40
The rat has a long tail for balance and is an excellent climber and swimmer. The rhinoceros has a comb and wattles on its head for thermoregulation. The seahorse is a fish.,1,0,1,15,33,41
"The raccoon uses swimming for locomotion. The chicken has a habitat of various. Human uses for octopus include conservation, research, zoos.",0,0,0,6,14,25
"The giant anteater has a thick, water-resistant fur and uses tools to crack open shellfish. The elephant has a habitat of coastal/alkaline lakes. The seagull uses flying for locomotion.",0,0,1,18,30,38
The octopus has a habitat of marine. The panda uses swimming for locomotion. There are no specific human uses for crocodile.,1,0,1,6,13,22
"The bee is a social insect that lives in colonies with a queen, workers, and drones. The mongoose uses walking for locomotion. The horse has the atomic number of bird.",1,1,0,17,26,35
The goat has a habitat of freshwater. The hummingbird is a bird. The goldfish has the atomic number of mammal.,0,1,0,6,13,22
"The koala is a mammal. The gazelle is a mammal. The seahorse is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",1,1,0,5,5,38
The vulture has a diet of carnivore. The otter uses flying for locomotion. The rabbit is a mammal.,1,0,1,8,16,22
The tortoise has the atomic number of fish. The polar bear uses walking/swimming for locomotion. The hummingbird has a diet of herbivore.,0,1,0,7,18,28
"The gazelle has a habitat of forest/urban. Human uses for bat include pest control. Human uses for ostrich include tourism, zoos, meat, feathers.",0,1,1,9,17,32
"The peacock has the atomic number of mammal. Human uses for camel include transportation, meat, milk, wool. The gorilla has a habitat of forest/grassland.",0,1,0,8,21,32
"The kangaroo uses jumping for locomotion. The horse has a hard exoskeleton, which it must molt to grow, and can live for over 50 years. The camel has a diet of carnivore.",0,0,0,5,31,40
The panda has a habitat of various. The sparrow has a diet of varies. The cassowary uses running for locomotion.,0,0,1,6,14,23
"The rabbit has a habitat of grassland. Human uses for porcupine include research, entertainment, therapy. The flamingo has the atomic number of mammal.",1,0,0,6,19,29
"Human uses for raccoon include conservation, research, zoos. The tiger has a habitat of forest. The raccoon uses walking for locomotion.",0,1,1,10,18,26
"The camel has humps that store fat, which can be metabolized for energy and water during long treks. The vulture uses flying for locomotion. There are no specific human uses for tarantula.",1,1,0,21,29,40
The hyena has strong jaws and teeth for crushing bones and a complex social structure with a female-dominated hierarchy. There are no specific human uses for iguana. The giraffe uses walking/swimming for locomotion.,1,0,0,21,31,41
"Human uses for whale include pets, research. The chicken has the atomic number of reptile. The sea turtle uses flying for locomotion.",0,0,0,7,16,24
The chimpanzee uses flying for locomotion. The tortoise has a diet of herbivore. The parrot has a diet of carnivore.,0,1,0,5,14,14
The bee has the atomic number of mammal. The bat is the only mammal capable of sustained flight and uses echolocation to navigate. The whale uses walking for locomotion.,0,1,0,7,25,32
"Human uses for hedgehog include tourism, zoos. The bat has the atomic number of mollusk. There are no specific human uses for tuna.",0,0,0,8,18,27
There are no specific human uses for frog. The dolphin uses walking for locomotion. The armadillo has a diet of carnivore.,1,0,0,7,14,25
The horse is a mammal. The tuna uses walking for locomotion. The gorilla has a diet of herbivore.,1,0,1,4,11,20
"Human uses for gorilla include wool, meat, pets. There are no specific human uses for kangaroo. The hyena has a habitat of grassland/savanna.",0,0,1,9,18,30
The vulture is a bird. The frog has a diet of herbivore. The elephant is a mammal.,1,0,1,5,14,20
"The squirrel has a diet of herbivore. The beaver uses swimming for locomotion. Human uses for gorilla include conservation, research, zoos.",1,1,1,7,14,25
The octopus uses swimming for locomotion. The gazelle uses running for locomotion. The hyena uses walking for locomotion.,1,1,1,5,5,13
"The eagle has the atomic number of reptile. The penguin has a diet of herbivore. Human uses for pigeon include work, tourism, conservation.",0,0,0,7,16,27
"Human uses for goat include meat, dairy products. The giant anteater has a habitat of terrestrial. The cat has a comb and wattles on its head for thermoregulation.",0,0,0,8,18,35
The alpaca has a habitat of mountain. The bat has a diet of herbivore. The octopus has a diet of omnivore.,1,0,0,8,17,17
The giraffe is a mammal. The shark has a diet of herbivore. The porcupine has a diet of herbivore.,1,0,1,4,13,13
"The salmon uses running for locomotion. The bat is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites. The tuna is a fast swimmer and can maintain high speeds for extended periods of time.",0,0,1,5,29,46
The koala has the atomic number of bird. The aardvark has a diet of insectivore. The bee has a diet of herbivore.,0,1,0,8,20,20
The slug uses sliding for locomotion. The snake has the atomic number of mammal. The polar bear has a habitat of polar.,1,0,1,5,14,17
The hummingbird has a diet of nectar. The peacock is a bird. The hippopotamus has long ears for detecting predators and strong hind legs for escaping.,1,1,0,7,14,31
"Human uses for penguin include tourism, research. The shark uses walking for locomotion. The armadillo has a habitat of various.",1,0,1,7,14,24
"The cheetah has an iridescent tail with eye-like patterns used in courtship displays. Human uses for otter include research, conservation. The horse has a habitat of grassland.",0,1,0,17,27,35
