statement,label_1,label_2,label_3,token_1,token_2,token_3
Rabat is a city in Morocco. Sri Jayawardenepura Kotte is a name of a city. Apia is a city in Switzerland.,1,1,0,5,22,29
Georgia is a name of a city. Tripoli is a city in Libya. Nassau is a name of a city.,0,1,1,7,15,14
Freetown is a name of a country. China is a name of a city. Asmara is a city in Isle of Man.,0,0,0,8,16,14
Akrotiri and Dhekelia is a name of a country. Tallinn is a name of a city. Ouagadougou is a name of a city.,1,1,1,13,22,22
Ankara is a name of a country. Mogadishu is a city in Somalia. Guinea-Bissau is a name of a city.,0,1,0,8,16,15
Solomon Islands is a name of a country. Italy is a name of a country. San JosÃ© is a name of a country.,1,1,0,8,8,16
Rwanda is a name of a country. Saipan is a city in Northern Mariana Islands. Iran is a name of a city.,1,1,0,8,19,28
Dhaka is a city in Bangladesh. Algiers is a city in Algeria. Stanley is a city in Falkland Islands.,1,1,1,6,6,23
Gaborone is a name of a country. Pyongyang is a name of a city. West Island is a city in Cocos Islands.,0,1,1,9,19,28
Jerusalem is a city in Israel. Gustavia is a name of a city. Turks and Caicos Islands is a name of a country.,1,1,1,5,15,27
Nicosia is a name of a city. Port Vila is a city in Nicaragua. Bangui is a name of a country.,1,0,0,8,16,27
Saint Lucia is a name of a country. Slovenia is a name of a city. Cayenne is a city in French Guiana.,1,0,1,8,16,25
Syria is a name of a city. Saipan is a name of a city. Cayenne is a name of a country.,0,1,0,7,7,26
Paramaribo is a city in Guinea. Nicosia is a city in Sahrawi Arab Democratic RepublicÂ. Victoria is a name of a city.,0,0,1,6,22,30
Saint Helena is a name of a city. Charlotte Amalie is a city in United States Virgin Islands. Copenhagen is a city in Â Vatican City.,0,1,0,7,19,30
Yaren is a city in Malawi. Thimphu is a city in Qatar. Asmara is a city in Chile.,0,0,0,5,5,15
Hanoi is a name of a country. Nuku?alofa is a name of a city. Nicosia is a city in Cyprus.,0,1,1,8,21,29
Vientiane is a city in Laos. Vietnam is a name of a country. Oranjestad is a city in Ghana.,1,1,0,6,15,25
Tbilisi is a city in Cayman Islands. Episkopi Cantonment is a city in Aruba. Turkey is a name of a city.,0,0,0,9,24,21
Avarua is a city in Syria. Pretoria is a city in Saint Kitts and Nevis. Burundi is a name of a country.,0,0,1,6,19,29
Luxembourg is a name of a country. Armenia is a name of a country. Baku is a city in Azerbaijan.,1,1,1,8,8,23
Iran is a name of a country. Cockburn Town is a name of a country. Moroni is a city in Comoros.,1,0,1,6,6,25
Guinea-Bissau is a name of a country. Port of Spain is a city in Turkmenistan. Nicosia is a name of a country.,1,0,0,11,21,32
Ecuador is a name of a city. Mbabane is a name of a country. Dili is a city in Italy.,0,0,0,7,17,24
Taipei is a city in Malta. Niamey is a city in Niger. Damascus is a city in Syria.,0,1,1,6,6,15
Harare is a city in Falkland Islands. West Island is a city in Belize. Lithuania is a name of a country.,0,0,1,7,15,24
South Georgia and the South Sandwich Islands is a name of a country. Mexico City is a city in Mexico. Taipei is a name of a city.,1,1,1,13,20,19
Brazil is a name of a city. BogotÃ¡ is a city in Colombia. LomÃ© is a name of a country.,0,1,0,6,16,28
Jerusalem is a name of a city. Manama is a city in Bahrain. Basseterre is a name of a city.,1,1,1,7,15,13
Athens is a city in Greece. Conakry is a name of a city. Turkey is a name of a country.,1,1,1,5,16,24
Marshall Islands is a name of a city. Basseterre is a city in Greece. Luanda is a name of a country.,0,0,0,8,16,26
Nauru is a name of a city. Dodoma is a city in Democratic Republic of the Congo. Victoria is a city in Seychelles.,0,0,1,8,19,28
Pristina is a name of a country. Pago Pago is a city in American Samoa. West Island is a name of a country.,0,1,0,8,18,28
Tiraspol is a name of a country. Bangkok is a name of a country. Baghdad is a city in Iraq.,0,0,1,9,9,24
Cocos Islands is a name of a city. Astana is a city in Kazakhstan. Ouagadougou is a city in Burkina Faso.,0,1,1,9,16,31
South Africa is a name of a city. Suva is a name of a city. Melekeok is a city in Saint Helena.,0,1,0,7,7,26
New Caledonia is a name of a country. French Guiana is a name of a city. Luanda is a city in Angola.,1,0,1,8,18,25
Trinidad and Tobago is a name of a country. Latvia is a name of a city. Andorra la Vella is a city in Liberia.,1,0,0,11,19,30
Kingstown is a city in Fiji. Â Vatican City is a name of a city. Port Moresby is a city in Togo.,0,0,0,5,18,28
Libreville is a city in Vietnam. Paramaribo is a name of a city. Jamaica is a name of a city.,0,1,0,6,17,17
Sri Lanka is a name of a city. Libya is a name of a country. Saint Martin is a name of a country.,0,1,1,8,16,16
Saint Vincent and the Grenadines is a name of a city. Gaborone is a name of a city. Vatican City is a city in Germany.,0,1,0,12,12,29
Canberra is a city in Australia. Khartoum is a name of a country. Nassau is a name of a country.,1,0,0,5,17,17
Latvia is a name of a country. Naypyidaw is a city in Saint Martin. Vatican City is a city in Gibraltar.,1,0,0,7,18,17
Monaco is a name of a country. Tskhinvali is a city in New Zealand. Baghdad is a city in Bahamas.,0,0,0,7,18,17
Gibraltar is a name of a country. Sucre is a city in Bolivia. Austria is a name of a city.,1,1,0,8,15,14
Papeete is a name of a city. Freetown is a city in Sierra Leone. Edinburgh of the Seven Seas is a name of a city.,1,1,1,8,17,15
Amsterdam is a name of a city. Malabo is a name of a country. Ivory Coast is a name of a city.,1,0,0,7,16,26
Tegucigalpa is a city in Honduras. Asmara is a name of a city. Tashkent is a city in Bhutan.,1,1,0,9,20,29
Hanga Roa is a name of a city. Manila is a city in Philippines. Seoul is a name of a city.,1,1,1,9,15,14
Caracas is a name of a country. Vatican City is a city in Â Vatican City. Port Louis is a city in Belarus.,0,1,0,8,19,27
Berlin is a city in Germany. Hamilton is a name of a city. San Salvador is a name of a city.,1,1,1,5,14,14
Majuro is a name of a country. Sukhumi is a city in Christmas Island. Baku is a name of a city.,0,0,1,8,17,27
Aruba is a name of a city. United States Virgin Islands is a name of a city. Lusaka is a city in Zambia.,0,0,1,8,8,26
Nuku?alofa is a city in Federated States of Micronesia. Asmara is a city in Eritrea. Tonga is a name of a city.,0,1,0,15,25,23
AsunciÃ³n is a city in New Caledonia. Jakarta is a name of a city. Bahamas is a name of a country.,0,1,1,10,20,28
Guatemala is a name of a city. Port Vila is a name of a country. Mexico is a name of a country.,0,0,1,8,18,18
Baku is a city in Burkina Faso. The Valley is a city in Zimbabwe. Naypyidaw is a name of a country.,0,0,0,8,16,29
Peru is a name of a city. Ouagadougou is a name of a country. Estonia is a name of a country.,0,0,1,7,20,20
Oslo is a name of a city. Rome is a name of a city. Greece is a name of a city.,1,1,0,7,7,15
Valletta is a city in Zambia. Monaco is a name of a country. Athens is a name of a country.,0,1,0,6,16,16
St. George's is a city in Madagascar. Brazzaville is a name of a country. Saint Kitts and Nevis is a name of a country.,0,0,1,7,19,19
Windhoek is a name of a country. Minsk is a name of a country. Juba is a city in Albania.,0,0,0,8,8,25
South Korea is a name of a country. Asmara is a name of a country. El Salvador is a name of a city.,1,0,0,7,7,26
Mogadishu is a name of a city. China is a name of a country. Palikir is a name of a country.,1,1,0,9,17,17
Flying Fish Cove is a city in Christmas Island. Port of Spain is a city in Trinidad and Tobago. Tonga is a name of a country.,1,1,1,8,20,30
Serbia is a name of a city. Djibouti is a city in Djibouti. Kiribati is a name of a city.,0,1,0,8,12,31
Kyrgyzstan is a name of a city. New Zealand is a name of a country. Beijing is a city in China.,0,1,1,9,18,24
Tuvalu is a name of a city. Antigua and Barbuda is a name of a city. Ulan Bator is a city in Cocos Islands.,0,0,0,9,9,32
Vaduz is a city in Colombia. American Samoa is a name of a city. Guernsey is a name of a country.,0,0,1,6,16,26
Malawi is a name of a city. Prague is a name of a city. Cairo is a name of a city.,0,1,1,7,7,15
Tirana is a city in North Korea. Jamestown is a city in Honduras. Chad is a name of a country.,0,0,1,7,14,23
Riga is a name of a country. Saint Helena is a name of a country. Maseru is a city in Lesotho.,0,1,1,7,7,25
Copenhagen is a name of a city. Yemen is a name of a city. Dili is a city in East Timor.,1,0,1,7,7,23
Hanoi is a city in Vietnam. Canberra is a name of a country. Japan is a name of a country.,1,0,1,6,15,15
Nepal is a name of a country. Grytviken is a name of a country. New Zealand is a name of a city.,1,0,0,8,8,29
Vaduz is a name of a country. Minsk is a city in Belarus. Mata-Utu is a name of a country.,0,1,0,8,16,29
Praia is a city in Cape Verde. Alofi is a city in Niue. Prague is a city in Cyprus.,1,1,0,7,16,15
Dhaka is a name of a city. Roseau is a city in Georgia. South Georgia and the South Sandwich Islands is a name of a city.,1,0,0,8,15,14
Manila is a city in Poland. Skopje is a name of a city. Ukraine is a name of a city.,0,1,0,5,16,16
Luxembourg is a name of a country. Praia is a name of a city. Amman is a name of a country.,0,1,0,8,17,26
Bandar Seri Begawan is a city in Brunei. Sahrawi Arab Democratic RepublicÂ  is a name of a city. BogotÃ¡ is a name of a city.,1,0,1,10,26,26
Oslo is a city in Tunisia. Oslo is a name of a country. Tunisia is a name of a country.,0,0,1,5,14,14
Charlotte Amalie is a name of a city. Cook Islands is a name of a country. Kingston is a city in Norfolk Island.,1,1,1,10,19,26
Tskhinvali is a city in Pakistan. Moldova is a name of a country. Guatemala is a name of a country.,0,1,1,8,18,18
Yaren is a city in Nauru. Belgrade is a city in Burma. The Valley is a city in Anguilla.,1,0,1,7,15,25
Apia is a city in Samoa. Tarawa is a name of a country. CuraÃ§ao is a name of a city.,1,0,0,5,15,26
Slovakia is a name of a city. AsunciÃ³n is a city in Paraguay. Bern is a city in Switzerland.,0,1,1,7,17,17
Guinea is a name of a city. Abu Dhabi is a city in San Marino. Kigali is a city in Northern Cyprus.,0,0,0,7,18,28
Samoa is a name of a country. Saint Lucia is a name of a city. Douglas is a name of a country.,1,0,0,7,17,25
Cocos Islands is a name of a country. Jamestown is a name of a city. Port Vila is a city in Vanuatu.,1,1,1,9,17,27
Bolivia is a name of a city. Romania is a name of a city. Doha is a city in Comoros.,0,0,0,7,7,24
Naypyidaw is a city in Burma. Riyadh is a name of a country. Sarajevo is a name of a country.,1,0,0,8,19,19
Ashgabat is a city in Trinidad and Tobago. Sucre is a city in Uzbekistan. Vienna is a name of a city.,0,0,1,10,18,17
Yaren is a name of a city. Jamestown is a city in Saint Helena. Niamey is a name of a country.,1,1,0,7,14,25
Bissau is a name of a country. Santo Domingo is a name of a city. HagÃ¥tÃ±a is a city in Guam.,0,1,1,8,19,32
TÃ³rshavn is a name of a country. Malabo is a city in Equatorial Guinea. Pakistan is a name of a city.,0,1,0,12,21,30
Kigali is a name of a city. Georgetown is a city in Guyana. Sofia is a name of a city.,1,1,1,8,15,24
Juba is a name of a country. Poland is a name of a city. Nairobi is a name of a city.,0,0,1,7,15,15
Avarua is a name of a country. Beirut is a city in Peru. Spain is a name of a country.,0,0,1,8,16,25
Denmark is a name of a country. Maseru is a name of a city. Gabon is a name of a country.,1,1,1,7,17,26
Castries is a city in Saint Lucia. Warsaw is a city in South Georgia and the South Sandwich Islands. Paramaribo is a city in Suriname.,1,0,1,7,21,32
Avarua is a city in Nigeria. Quito is a city in Kazakhstan. South Sudan is a name of a country.,0,0,1,6,6,24
St. George's is a city in Grenada. Gustavia is a city in Saint BarthÃ©lemy. Valletta is a name of a city.,1,1,1,8,21,32
Helsinki is a city in Finland. Bangui is a city in Uganda. Porto-Novo is a city in Benin.,1,0,1,6,6,15
Bujumbura is a city in Tajikistan. Dominican Republic is a name of a country. Bridgetown is a name of a city.,0,1,1,9,19,29
Majuro is a city in Algeria. Marigot is a name of a country. Sana'a is a city in Yemen.,0,0,1,6,17,26
Antananarivo is a city in Montenegro. Nuuk is a city in Greenland. Jordan is a name of a country.,0,1,1,8,16,25
Kuwait City is a city in Swaziland. St. Helier is a name of a country. Oranjestad is a city in Papua New Guinea.,0,0,0,9,21,33
Muscat is a name of a city. Phnom Penh is a name of a country. Bridgetown is a city in Barbados.,1,0,1,7,18,27
Addis Ababa is a city in Uruguay. Azerbaijan is a name of a country. Monaco is a city in Romania.,0,1,0,7,16,23
Zagreb is a name of a country. Hargeisa is a name of a city. Santo Domingo is a name of a country.,0,1,0,8,18,29
ReykjavÃ­k is a city in El Salvador. Vilnius is a name of a country. New Caledonia is a name of a city.,0,0,0,12,23,33
Cockburn Town is a city in Turks and Caicos Islands. Seoul is a city in Samoa. Kuala Lumpur is a city in Dominica.,1,0,0,11,18,31
Sarajevo is a city in Mauritius. Belarus is a name of a city. Nuuk is a name of a country.,0,0,0,9,18,27
Bangladesh is a name of a country. Ulan Bator is a name of a city. Gibraltar is a name of a city.,1,1,1,9,20,20
Berlin is a name of a city. Somalia is a name of a country. Dominica is a name of a country.,1,1,1,7,15,15
Antananarivo is a city in Denmark. Japan is a name of a city. Mexico is a name of a city.,0,0,0,7,16,16
Rabat is a name of a country. Gibraltar is a city in Gibraltar. Sudan is a name of a country.,0,1,1,7,13,22
Taiwan is a name of a city. Port Louis is a name of a city. Avarua is a city in Cook Islands.,0,1,1,8,8,26
Tripoli is a name of a country. Uganda is a name of a city. Serbia is a name of a country.,0,0,1,8,16,24
Djibouti is a name of a city. San Marino is a name of a country. North Korea is a name of a city.,0,0,0,9,19,28
Tehran is a name of a country. Federated States of Micronesia is a name of a city. Qatar is a name of a city.,0,0,0,8,22,22
Zagreb is a name of a city. N'Djamena is a city in Eritrea. Montevideo is a name of a city.,1,0,1,8,19,17
Honiara is a name of a city. Burkina Faso is a name of a city. Gibraltar is a city in Kuwait.,1,0,0,8,8,25
Portugal is a name of a city. Bamako is a city in Mali. Russia is a name of a city.,0,1,0,8,15,14
Wellington is a city in New Zealand. Stockholm is a city in India. Malta is a name of a country.,1,0,1,6,13,22
Burma is a name of a country. Podgorica is a name of a city. Belmopan is a name of a city.,1,1,1,7,18,18
Grytviken is a city in Sierra Leone. Mongolia is a name of a city. Tirana is a name of a country.,0,0,0,9,18,27
Vanuatu is a name of a country. Chile is a name of a city. Bissau is a city in Guinea-Bissau.,1,0,1,8,16,19
Victoria is a name of a country. San Juan is a city in Afghanistan. Suva is a name of a country.,0,0,0,7,14,24
Dodoma is a city in Tanzania. Cairo is a city in Egypt. Baku is a city in Paraguay.,1,1,0,6,6,13
Budapest is a name of a country. Saint Pierre and Miquelon is a name of a city. Oman is a name of a city.,0,0,0,7,21,21
Bucharest is a name of a city. Haiti is a name of a city. Nicaragua is a name of a city.,1,0,0,8,8,16
Pretoria is a city in South Africa. Douglas is a name of a city. Kinshasa is a city in Democratic Republic of the Congo.,1,1,1,7,16,28
Tskhinvali is a city in South Ossetia. Majuro is a city in Marshall Islands. Kiev is a name of a country.,1,1,0,11,20,29
Philipsburg is a city in Sint Maarten. Maldives is a name of a city. Ouagadougou is a city in Ireland.,1,0,0,9,19,30
Port-au-Prince is a name of a city. Tajikistan is a name of a country. Yemen is a name of a country.,1,1,1,10,20,20
Romania is a name of a country. Transnistria is a name of a country. Stanley is a city in Sint Maarten.,1,1,0,7,7,27
Valletta is a city in Malta. Afghanistan is a name of a country. Kuala Lumpur is a city in Malaysia.,1,1,1,6,15,26
Islamabad is a city in Pakistan. United States is a name of a city. Falkland Islands is a name of a city.,1,0,0,5,15,15
Equatorial Guinea is a name of a country. Tirana is a name of a city. Paris is a name of a city.,1,1,1,8,17,17
Rwanda is a name of a city. Doha is a name of a country. Pakistan is a name of a country.,0,0,1,8,17,17
Turkmenistan is a name of a country. Angola is a name of a city. Liechtenstein is a name of a country.,1,0,1,8,16,27
HagÃ¥tÃ±a is a name of a city. Georgetown is a city in Mauritania. Kiribati is a name of a country.,1,0,1,14,21,32
Australia is a name of a country. Paramaribo is a city in Tuvalu. Taiwan is a name of a country.,1,0,1,6,16,25
Kampala is a name of a country. Accra is a city in Ghana. Sarajevo is a city in Bosnia and Herzegovina.,0,1,1,8,15,29
Kingston is a name of a city. Brazzaville is a city in Republic of the Congo. Bangkok is a name of a city.,1,1,1,7,19,29
Jamestown is a name of a country. Tuvalu is a name of a country. Mauritius is a name of a country.,0,1,1,7,7,17
Kampala is a name of a city. Sofia is a city in Estonia. Amsterdam is a city in Republic of the Congo.,1,0,0,8,14,24
Federated States of Micronesia is a name of a country. London is a name of a city. Honduras is a name of a city.,1,1,0,13,21,21
Nouakchott is a city in Mauritania. Sint Maarten is a name of a country. Iceland is a name of a country.,1,1,1,9,21,21
Mauritius is a name of a city. N'Djamena is a city in Chad. Montserrat is a name of a country.,0,1,1,8,18,30
Brazil is a name of a country. Nicosia is a name of a city. Lithuania is a name of a city.,1,1,0,6,16,16
Charlotte Amalie is a name of a country. Mbabane is a city in Swaziland. Conakry is a name of a country.,0,1,0,10,20,31
Stepanakert is a name of a country. Greenland is a name of a country. New Delhi is a name of a country.,0,1,0,9,9,17
Turks and Caicos Islands is a name of a city. Sri Jayawardenepura Kotte is a name of a country. Bissau is a city in Sri Lanka.,0,0,0,11,27,36
Ankara is a city in Luxembourg. Banjul is a name of a country. Tristan da Cunha is a name of a city.,0,0,0,6,17,31
Saipan is a city in Kosovo. Adamstown is a city in Pitcairn Islands. Bangkok is a city in Thailand.,0,1,1,6,18,26
St. Peter Port is a name of a city. Libreville is a name of a city. BrasÃ­lia is a city in Brazil.,1,1,1,9,9,29
Kampala is a city in Uganda. Philipsburg is a name of a city. St. Pierre is a name of a city.,1,1,1,6,17,17
LomÃ© is a name of a city. Cayenne is a name of a city. Zambia is a name of a city.,1,1,0,9,9,18
Bahrain is a name of a country. Plymouth is a name of a country. Armenia is a name of a city.,1,0,0,8,8,24
Maputo is a name of a country. Helsinki is a name of a country. Tiraspol is a city in Brunei.,0,0,0,7,7,24
Marshall Islands is a name of a country. Venezuela is a name of a country. Marigot is a city in Saint Martin.,1,1,1,8,8,25
Ljubljana is a city in Slovenia. Lilongwe is a city in Saint Lucia. Kuwait City is a name of a country.,1,0,0,9,20,30
Monrovia is a city in Liberia. Niue is a name of a city. Amsterdam is a name of a country.,1,0,0,6,16,24
Nuku?alofa is a name of a country. Funafuti is a name of a city. Banjul is a city in Norway.,0,1,0,11,21,29
Asmara is a city in Belgium. Accra is a city in Australia. Faroe Islands is a name of a country.,0,0,1,6,6,25
Ghana is a name of a city. Grenada is a name of a country. St. John's is a city in Azerbaijan.,0,1,0,7,16,25
Minsk is a city in Mozambique. Isle of Man is a name of a country. Bishkek is a name of a country.,0,1,0,6,17,17
Podgorica is a city in Montenegro. San Marino is a name of a city. Monrovia is a name of a country.,1,0,0,9,20,30
Paraguay is a name of a city. Kathmandu is a city in Taiwan. United States Virgin Islands is a name of a country.,0,0,1,8,16,28
Tripoli is a city in Marshall Islands. Tbilisi is a city in Turkey. Bujumbura is a name of a city.,0,0,1,7,17,16
Liberia is a name of a country. Cyprus is a name of a country. Bern is a name of a country.,1,1,0,7,7,15
Kathmandu is a city in Nepal. Qatar is a name of a country. Baghdad is a name of a country.,1,1,0,7,16,16
Slovenia is a name of a country. Norway is a name of a country. Castries is a name of a country.,1,1,0,8,8,16
Solomon Islands is a name of a city. Tarawa is a city in Mexico. Accra is a name of a city.,0,0,1,8,15,14
Zagreb is a city in Croatia. Sana'a is a name of a city. Kingstown is a name of a country.,1,1,0,6,18,27
Baku is a name of a country. Norfolk Island is a name of a city. South Africa is a name of a country.,0,0,1,7,16,25
Brazzaville is a name of a city. Bosnia and Herzegovina is a name of a country. Marigot is a city in Niger.,1,1,0,9,21,29
Budapest is a city in Saint Pierre and Miquelon. Sukhumi is a name of a country. Samoa is a name of a city.,0,0,0,11,22,30
Maputo is a name of a city. Ethiopia is a name of a country. N'Djamena is a city in Iceland.,1,1,0,7,15,25
Honiara is a name of a country. San Juan is a name of a city. Canada is a name of a city.,0,1,0,8,17,17
San Juan is a city in Ethiopia. Willemstad is a name of a country. Tripoli is a city in Senegal.,0,0,0,5,16,24
Sri Lanka is a name of a country. Italy is a name of a city. St. Helier is a city in Jersey.,1,0,1,8,16,25
Panama is a name of a city. Stepanakert is a city in Nagorno-Karabakh Republic. Nigeria is a name of a country.,0,1,1,7,22,31
Philippines is a name of a country. Nagorno-Karabakh Republic is a name of a country. Bratislava is a city in Finland.,1,1,0,8,8,31
Chisinau is a name of a city. Liechtenstein is a name of a city. Malaysia is a name of a country.,1,0,1,8,8,27
Andorra la Vella is a name of a country. Dublin is a name of a city. Panama City is a name of a country.,0,1,0,11,19,28
South Sudan is a name of a city. Podgorica is a city in Argentina. Gibraltar is a name of a country.,0,0,0,7,16,25
Mexico City is a name of a country. South Ossetia is a name of a country. Bucharest is a city in Cook Islands.,0,1,0,7,7,26
Minsk is a name of a city. Ankara is a name of a city. Nairobi is a city in France.,1,1,0,8,8,23
Sahrawi Arab Democratic RepublicÂ  is a name of a country. Funafuti is a city in Tuvalu. Vaduz is a city in Nagorno-Karabakh Republic.,1,1,0,13,23,38
Maputo is a city in Mozambique. Switzerland is a name of a city. Bangui is a city in Central African Republic.,1,0,1,5,14,24
Vatican City is a name of a city. Sana'a is a city in Monaco. Georgetown is a name of a country.,1,0,0,8,18,27
Czech Republic is a name of a city. Thimphu is a name of a city. Nuuk is a name of a city.,0,1,1,8,8,19
Anguilla is a name of a city. Athens is a name of a city. Stockholm is a city in Sweden.,0,1,1,8,8,22
Nairobi is a city in Andorra. Central African Republic is a name of a city. Prague is a city in Czech Republic.,0,0,1,7,18,25
Denmark is a name of a city. Mbabane is a name of a city. Burkina Faso is a name of a country.,0,1,1,7,7,28
Somaliland is a name of a country. Estonia is a name of a city. San JosÃ© is a city in Costa Rica.,1,0,1,8,16,26
Road Town is a name of a city. Costa Rica is a name of a city. Iraq is a name of a city.,1,0,0,7,7,16
Barbados is a name of a country. United Arab Emirates is a name of a city. Havana is a name of a city.,1,0,1,8,18,18
Stanley is a name of a country. Accra is a name of a country. Papeete is a name of a country.,0,0,0,7,7,16
Anguilla is a name of a country. Tehran is a city in Iran. Sucre is a name of a city.,1,1,1,8,14,24
Stockholm is a name of a country. Port Moresby is a name of a country. Tunis is a name of a country.,0,0,0,7,7,18
Ottawa is a name of a city. India is a name of a country. Suriname is a name of a country.,1,1,1,8,16,16
Ottawa is a city in Canada. Senegal is a name of a country. Marigot is a name of a city.,1,1,1,6,15,25
Northern Mariana Islands is a name of a country. Tunis is a city in Ecuador. Tashkent is a city in Uzbekistan.,1,0,1,9,15,15
Paraguay is a name of a country. Kiev is a city in Ukraine. Ascension Island is a name of a country.,1,1,1,8,14,25
Wellington is a city in Central African Republic. Luxembourg is a name of a city. Beirut is a city in Lebanon.,0,0,1,7,16,24
Bridgetown is a name of a country. Chad is a name of a city. Comoros is a name of a city.,0,0,0,9,17,17
Spain is a name of a city. Moroni is a name of a city. Andorra is a name of a city.,0,1,0,6,6,15
Botswana is a name of a city. Manama is a name of a country. Adamstown is a name of a country.,0,0,0,8,17,17
AsunciÃ³n is a name of a country. Suva is a city in Fiji. Kuwait is a name of a city.,0,1,0,10,17,16
Dakar is a name of a country. Berlin is a name of a country. Jersey is a name of a city.,0,0,0,8,8,24
Monrovia is a city in Namibia. Tirana is a city in Albania. Roseau is a name of a city.,0,1,1,6,6,13
Basseterre is a city in Saint Kitts and Nevis. The Valley is a name of a country. Juba is a city in Benin.,1,0,0,12,22,29
Vientiane is a city in Kyrgyzstan. Fiji is a name of a city. Mogadishu is a name of a country.,0,0,0,7,16,26
Tajikistan is a name of a city. Doha is a city in Qatar. Lima is a city in Peru.,0,1,1,9,16,16
Tallinn is a name of a country. Hanoi is a name of a city. Niger is a name of a country.,0,1,1,8,18,26
SÃ£o TomÃ© is a name of a city. Episkopi Cantonment is a name of a city. British Virgin Islands is a name of a city.,1,1,0,12,12,26
Port Louis is a city in Mauritius. Moldova is a name of a city. Kiev is a city in Easter Island.,1,0,0,6,16,23
Taipei is a name of a country. Guinea is a name of a country. North Korea is a name of a country.,0,1,1,8,8,16
George Town is a name of a country. Kosovo is a name of a country. Vietnam is a name of a city.,0,1,0,7,7,23
