statement,label_1,label_2,label_3,token_1,token_2,token_3
UBS Group has headquarters in Switzerland. HDFC Bank operates in the industry of Banking. Industrial Bank operates in the industry of Retailing.,1,0,0,6,17,27
Chubb operates in the industry of insurance. Honeywell operates in the industry of Utilities. Industrial and Commercial Bank of China has headquarters in China.,1,0,1,8,17,24
Sberbank engages in the provision of healthcare services.. General Motors operates in the industry of Telecommunications Services. Ping An Insurance (Group) Company of China operates in the industry of insurance.,0,0,1,9,20,36
Mercedes-Benz Group operates in the industry of Consumer Durables. Alibaba Group engages in providing online and mobile marketplaces in retail and wholesale trade.. Procter & Gamble provides insurance and financial services to individual and institutional customers..,0,1,0,14,31,48
Itau Unibanco Holding operates in the industry of banking. Mitsubishi UFJ Financial Group operates in the industry of banking. Hon Hai Precision has headquarters in United States.,1,1,0,11,11,35
Johnson & Johnson operates in the industry of Technology Hardware & Equipment. UBS Group operates in the industry of IT Software & Services. Prudential Financial has headquarters in Belgium.,0,0,0,11,24,33
"Mercedes-Benz Group engages in the production and distribution of cars, trucks and vans.. The Home Depot engages in the provision of banking and financial services.. Rosneft operates in the industry of oil & gas operations.",1,0,1,19,33,46
"Munich Reinsurance engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care.. SAP has headquarters in Germany. Walt Disney has headquarters in China.",0,1,0,24,31,38
"Commonwealth Bank of Australia provides property and casualty insurance and reinsurance, utilities and energy, freight rail transportation, finance, manufacturing, retailing, and services.. Honda Motor operates in the industry of consumer durables. Rosneft engages in the exploration, development, production and sale of crude oil & gas. It also involves in refining, transportation, and sale of petroleum products..",0,1,1,30,42,75
Westpac Banking engages in the provision of banking and financial services.. Merck & Co. operates in the industry of Retailing. Bristol Myers Squibb has headquarters in Taiwan.,1,0,0,11,24,34
"Rio Tinto has headquarters in Australia. PNC Financial Services is a holding company, which engages in the provision of financial services.. HCA Healthcare operates in the industry of Retailing.",1,1,0,7,25,36
"Walgreens operates in the industry of retailing. Honeywell has headquarters in Brazil. Merck & Co. engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products..",1,0,1,10,17,48
Glencore has headquarters in Australia. China Mobile has headquarters in Japan. BP has headquarters in United Kingdom.,0,0,1,6,13,20
"Shell operates in the industry of Insurance. Cigna Corporation has headquarters in Switzerland. Charles Schwab Corporation is a savings and loan holding company, which engages in the provision of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services..",0,0,1,6,15,52
"BBVA operates in the industry of Banking. Enbridge engages in the manufacture and sale of semiconductor products.. Comcast operates as a bank holding company that offers financial services, including lending and depository services, cash management, foreign exchange and trust and investment management..",0,0,0,7,19,42
"BASF engages in the provision of chemical products.. Cigna Corporation has headquarters in United States. Sanofi engages in the research, production and distribution of pharmaceutical products..",1,1,1,8,18,32
Allianz operates in the industry of Insurance. AbbVie (ABBV) operates in the industry of drugs & biotechnology. Medtronic operates as a holding company that engages in the provision of insurance and asset management services..,0,1,0,8,25,45
"Chubb operates as a holding company, which engages in the provision of commercial and personal property and casualty insurance, personal accident and supplemental health insurance (A&H), reinsurance, and life insurance.. Stellantis has headquarters in Netherlands. MetLife has headquarters in United States.",1,1,1,21,47,55
Rosneft operates in the industry of Banking. Samsung Group operates in the industry of technology. Ford Motor has headquarters in Germany.,0,1,0,8,17,24
"Tokio Marine Holdings has headquarters in Japan. BNP Paribas engages in the provision of financial products and services.. Intel engages in the design, manufacture and sale of computer products and technologies..",1,0,1,9,24,39
Generali Group has headquarters in Italy. Charter Communications engages in the provision of broadband communications services.. Bank of China engages in retail and wholesale business..,1,1,0,6,17,27
Wells Fargo has headquarters in United States. Barclays operates in the industry of Retailing. Goldman Sachs Group has headquarters in United States.,1,0,1,8,19,29
Anthem operates in the industry of Banking. Target has headquarters in Canada. Tesla has headquarters in United States.,0,0,1,7,13,20
Sanofi has headquarters in France. Bank of Communications operates in the industry of Oil & Gas Operations. Intel operates in the industry of semiconductors.,1,0,1,5,18,26
"Coca-Cola is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks.. AXA operates in the industry of insurance. Deutsche Telekom engages in the provision of telecommunication and information technology services..",1,1,1,29,51,68
"Rio Tinto engages in the exploration, mining, and processing of mineral resources.. LukOil is a media, entertainment and communications company that engages in the provision of video, Internet and phone services.. Linde operates in the industry of Transportation.",1,0,0,15,38,47
"Samsung Group operates in the industry of Telecommunications Services. ArcelorMittal is a holding company, which engages in steelmaking and mining activities.. Charter Communications has headquarters in United States.",0,1,1,11,31,39
"British American Tobacco has headquarters in Canada. Walgreens engages in the provision of commercial banking and financial services.. Merck & Co. is a diversified, community-based financial services company..",0,0,0,6,19,35
Electricite de France has headquarters in France. Anglo American operates in the industry of Diversified Financials. Danaher operates in the industry of Banking.,1,0,0,3,20,29
"Duke Energy operates in the industry of utilities. Duke Energy operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities.. Industrial Bank engages in the provision of banking and financial services..",1,0,0,8,32,44
"Johnson & Johnson is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field.. BASF has headquarters in Germany. Apple engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking..",1,1,0,23,30,52
"China Life Insurance operates in the industry of insurance. China Petroleum & Chemical has headquarters in China. Mitsui engages in the provision of administrative, financial management and technology support for energy and chemical operations..",1,1,0,8,10,37
Abbott Laboratories has headquarters in United States. Mercedes-Benz Group has headquarters in Germany. Equinor has headquarters in United States.,1,1,0,7,18,27
Itochu operates in the industry of trading companies. Enbridge has headquarters in Canada. Broadcom operates in the industry of Banking.,1,1,0,9,16,25
Ford Motor operates in the industry of Banking. Dow has headquarters in Italy. Bank of China has headquarters in Switzerland.,0,0,0,8,14,22
"ConocoPhillips operates in the industry of Consumer Durables. Cisco Systems operates in the industry of technology hardware & equipment. ANZ provides banking, financial products and services to retail, small business, corporate and institutional clients..",0,1,1,12,24,44
Munich Reinsurance operates in the industry of insurance. Amazon.com has headquarters in United States. Deere & Company operates in the industry of Retailing.,1,1,0,11,20,32
"Glencore is an investment company that engages in the provision of value-added services and online advertising services.. Johnson & Johnson has headquarters in China. Itochu engages in oil and gas exploration, production, and distribution activities..",0,0,0,16,28,44
General Motors has headquarters in United States. Postal Savings Bank of China has headquarters in United States. Alibaba Group has headquarters in France.,1,0,0,6,6,26
Bank of America operates in the industry of banking. Exxon Mobil operates in the industry of oil & gas operations. Canadian Imperial Bank of Commerce has headquarters in Canada.,1,1,1,8,22,32
Morgan Stanley has headquarters in United States. Rio Tinto engages in the provision of banking and financial services.. China Telecom has headquarters in China.,1,0,1,7,20,22
Cathay Financial operates in the industry of Insurance. Apple has headquarters in United States. Westpac Banking has headquarters in Australia.,0,1,1,8,15,23
Pfizer operates in the industry of drugs & biotechnology. Walmart operates in the industry of Technology Hardware & Equipment. Sony operates in the industry of consumer durables.,1,0,1,10,23,33
"ANZ is a diversified, community-based financial services company.. Total produces and markets fuels, natural gas and low-carbon electricity.. BlackRock operates in the industry of diversified financials.",0,1,1,11,25,36
"Ping An Insurance (Group) Company of China has headquarters in China. Lloyds Banking Group is a financial services company, which engages in the provision of a wide range of banking and financial services.. Munich Reinsurance operates in the industry of Technology.",1,1,0,9,23,50
"Deere & Company engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products.. Bank of America has headquarters in Denmark. Hon Hai Precision operates in the industry of technology hardware & equipment.",0,0,1,28,36,50
"Roche Holding provides banking, financial products and services to retail, small business, corporate and institutional clients.. ConocoPhillips has headquarters in United States. Saudi Arabian Oil Company (Saudi Aramco) engages in the exploration, production, transportation, and sale of crude oil and natural gas..",0,1,1,19,30,58
"ING Group operates in the industry of Trading Companies. CITIC is an investment holding company, which engages in finance, energy, engineering, manufacturing, and real estate businesses.. Cigna Corporation engages in the provision of global health services..",0,1,1,8,33,46
"American International Group engages in the provision of banking and financial services.. Microsoft engages in the development and support of software, services, devices, and solutions.. Anheuser-Busch InBev operates in the industry of Materials.",0,1,0,11,28,44
Johnson & Johnson operates in the industry of drugs & biotechnology. HSBC Holdings has headquarters in Germany. Caterpillar is a holding company that engages in the management of its subsidiaries that provide financial services..,1,0,0,10,19,41
China Shenhua Energy has headquarters in China. Lloyds Banking Group has headquarters in United Kingdom. Roche Holding operates in the industry of drugs & biotechnology.,1,1,1,7,18,30
Costco Wholesale operates in the industry of retailing. Ping An Insurance (Group) Company of China is a holding company that engages in the provision of financial products and services.. Rio Tinto operates in the industry of materials.,1,0,1,11,35,45
Toyota Motor has headquarters in Japan. Glencore operates in the industry of Conglomerates. Alphabet operates as a social networking company worldwide..,1,0,0,7,20,29
ENGIE has headquarters in India. National Australia Bank has headquarters in Australia. BlackRock has headquarters in United States.,0,1,1,6,9,22
"Meta Platforms is a bank and financial holding company, which engages in the provision of banking and nonbank financial services.. Poly Developments & Holdings Group operates in the industry of construction. Moller - Maersk engages in shipping, energy, transportation, offshore drilling, and retail activities..",0,1,1,21,34,55
Comcast has headquarters in United States. Oracle has headquarters in United States. Hyundai Motor has headquarters in South Korea.,1,1,1,6,6,23
Abbott Laboratories operates in the industry of healthcare equipment & services. Deutsche Telekom has headquarters in United States. Mizuho Financial has headquarters in United States.,1,0,0,11,22,22
"Charter Communications provides banking and financial services.. Caterpillar has headquarters in United States. AbbVie (ABBV) is a research-based biopharmaceutical company, which engages in the development and sale of pharmaceutical products..",0,1,1,7,16,45
Roche Holding has headquarters in Switzerland. American International Group has headquarters in United States. Barclays has headquarters in Japan.,1,1,0,6,15,23
"Dell Technologies engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products.. Chubb has headquarters in Switzerland. SK Hynix operates in the industry of semiconductors.",0,1,1,27,35,46
"SoftBank engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and telecommunications.. Cisco Systems engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry.. Coca-Cola has headquarters in United States.",0,1,1,20,48,57
"Mitsui has headquarters in Switzerland. Bank of Montreal operates in the industry of Banking. China Petroleum & Chemical engages in the exploration, development and production of crude oil and natural gas..",0,0,1,6,16,35
Linde has headquarters in United States. Agricultural Bank of China has headquarters in China. Chubb operates in the industry of Materials.,0,1,0,7,12,26
Equinor operates in the industry of Materials. Eni has headquarters in Italy. ENGIE has headquarters in France.,0,1,1,8,15,23
"American International Group engages in the provision of a range of property casualty insurance, life insurance, retirement products, and other financial services to commercial and individual customers.. Verizon Communications has headquarters in United States. Hyundai Motor engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper..",1,1,0,29,38,64
"Airbus Group has headquarters in Denmark. Telefonica operates in the industry of Banking. GlaxoSmithKline is a healthcare company that engages in the research, development and manufacture of pharmaceutical medicines, vaccines and consumer healthcare products..",0,0,1,6,17,46
Chubb is a financial services company that engages in the provision of financial protection and wealth management products and services.. Petrobras has headquarters in Brazil. State Bank of India engages in the provision of commercial banking services..,0,1,1,6,29,42
"Postal Savings Bank of China engages in the provision of banking and related financial services.. Public Joint Stock Company Gazprom is a global energy company that engages in geological exploration, production, transportation, storage, processing and sales of gas, gas condensate and oil.. Alibaba Group has headquarters in China.",1,1,1,15,51,60
"Procter & Gamble has headquarters in Japan. Alphabet is a holding company, which engages in the business of acquisition and operation of different companies.. Mitsubishi operates in the industry of Banking.",0,1,0,9,28,38
"Novartis is a holding company, which engages in the development, manufacture, and marketing of healthcare products.. Sberbank has headquarters in United States. Ford Motor operates in the industry of consumer durables.",1,0,1,20,29,40
Deutsche Telekom operates in the industry of Oil & Gas Operations. China Petroleum & Chemical operates in the industry of IT Software & Services. Caterpillar operates in the industry of capital goods.,0,0,1,13,27,38
"China State Construction Engineering engages in the following business activities: housing construction, real estate development and investment, infrastructure construction and investment, prospecting and design, and overseas industries. Mizuho Financial operates in the industry of Conglomerates. Accenture has headquarters in United States.",1,0,0,32,46,55
"Walgreens has headquarters in United States. CNOOC is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.. Japan Post Holdings has headquarters in United States.",1,1,0,8,43,53
Mitsubishi UFJ Financial Group operates as a holding company that engages in the provision of insurance and asset management services.. Verizon Communications operates in the industry of Banking. Brookfield Asset Management operates in the industry of Diversified Financials.,0,0,0,23,33,48
The Home Depot has headquarters in United States. Mercedes-Benz Group engages in the provision of gas and oil businesses.. Bank of America has headquarters in United States.,1,0,1,8,24,33
Bank of Montreal provides banking and financial services to individuals and institutions.. Total has headquarters in France. ING Group has headquarters in Germany.,1,1,0,11,17,25
"Lockheed Martin has headquarters in United States. Eni operates in the industry of oil & gas operations. PepsiCo engages in the provision of banking and financial services, including commercial banking and treasury operations..",1,1,0,7,19,19
CITIC operates in the industry of Drugs & Biotechnology. Abbott Laboratories has headquarters in Japan. Thermo Fisher Scientific operates in the industry of Oil & Gas Operations.,0,0,0,10,17,31
Morgan Stanley operates as a global financial services company.. ArcelorMittal has headquarters in Luxembourg. AT&T is a holding company that engages in the provision of telecommunications media and technology service..,1,1,1,9,20,39
"General Motors operates in the industry of consumer durables. Enel operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities.. Telefonica engages in the provision of communication, information and entertainment solutions..",1,0,1,9,33,49
E.ON engages in the provision of energy solutions.. ING Group has headquarters in Netherlands. Deutsche Post engages in the provision of mail and logistics services..,1,1,1,9,17,30
Comcast has headquarters in Spain. Samsung Group has headquarters in South Korea. Capital One operates as a financial holding company that engages in the provision of financial products and services..,0,1,1,5,13,32
Walt Disney is a diversified international family entertainment and media enterprise.. Berkshire Hathaway has headquarters in United States. Itau Unibanco Holding provides financial products and services to individual and corporate clients in Brazil and abroad..,1,1,1,11,23,44
"SoftBank operates in the industry of Banking. Enbridge has headquarters in United States. HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations..",0,0,1,7,15,36
"Santander operates in the industry of Insurance. Wells Fargo operates in the industry of banking. Intesa Sanpaolo engages in the production and distribution of cars, trucks and vans..",0,1,0,8,18,38
"Comcast is a media, entertainment and communications company that engages in the provision of video, Internet and phone services.. Anglo American has headquarters in United Kingdom. Eni engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals..",1,1,1,21,29,50
Moller - Maersk operates in the industry of Materials. Generali Group operates in the industry of Consumer Durables. Cathay Financial engages in the provision of products and services that address all aspects of corporate information technology environments..,0,0,0,12,24,45
"Sony engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets.. Citigroup operates in the industry of diversified financials. Equinor engages in the manufacture and sale of semiconductor products..",1,1,0,32,44,57
Cigna Corporation operates in the industry of Drugs & Biotechnology. Amazon.com has headquarters in Spain. Bank of America operates in the industry of Banking.,0,0,0,11,19,29
Shell has headquarters in Brazil. CITIC operates in the industry of trading companies. Bayerische Motoren Werke (BMW) operates in the industry of Technology.,0,1,0,4,15,33
China Vanke engages in the development and sale of properties.. Vale operates in the industry of materials. Lockheed Martin has headquarters in China.,1,1,0,10,19,26
"Prudential Financial engages in the provision of financial products and services including life insurance, annuities, mutual funds, and investment management to both individual and institutional customers.. America Movil engages in the provision of telecommunications services.. Commonwealth Bank of Australia operates in the industry of banking.",1,1,1,31,43,54
BP operates in the industry of oil & gas operations. Santander has headquarters in Spain. Nippon Telegraph & Telephone is a holding company that engages in the provision of telecommunication services..,1,1,1,9,16,36
"Vale engages in the production and exportation of iron ore, pellets, manganese and iron alloys, which are raw materials needed for steelmaking.. Credit Agricole has headquarters in United States. Intel operates as a social networking company worldwide..",1,0,0,27,37,46
"Target has headquarters in United States. Poly Developments & Holdings Group has headquarters in China. Exxon Mobil is a bank and financial holding company, which engages in the provision of banking and nonbank financial services..",1,1,0,5,16,41
"Charter Communications operates in the industry of Technology Hardware & Equipment. Industrial Bank engages in the provision of corporate and personal banking services, financial lease, assets custody services and conducting treasury business.. KDDI is a holding company that engages in the provision of telecommunication services..",0,1,0,11,35,52
"Procter & Gamble operates in the industry of household & personal products. Public Joint Stock Company Gazprom engages in the exploration, production, refining, marketing and distribution of oil.. Meta Platforms has headquarters in United States.",1,0,1,14,35,43
"Poly Developments & Holdings Group has headquarters in United States. Mitsubishi is a holding company, which engages in the business of acquisition and operation of different companies.. Zurich Insurance has headquarters in Switzerland.",0,0,1,10,31,38
"Ping An Insurance (Group) Company of China has headquarters in Italy. Anheuser-Busch InBev engages in global investment banking, securities and investment management, which provides financial services.. FedEx operates in the industry of Insurance.",0,0,0,13,38,47
"Equinor engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products.. FedEx has headquarters in United States. Broadcom operates in the industry of semiconductors.",1,1,1,22,30,39
"Bristol Myers Squibb engages in the discovery, development, licensing, manufacture, marketing, distribution and sale of biopharmaceutical products.. Bank of Nova Scotia operates in the industry of banking. Morgan Stanley operates in the industry of diversified financials.",1,1,1,27,38,49
"The Home Depot operates in the industry of Drugs & Biotechnology. HSBC Holdings is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals.. BASF operates in the industry of Diversified Financials.",0,0,0,11,32,49
"Volkswagen Group has headquarters in Australia. National Australia Bank operates in the industry of Diversified Financials. Linde is a holding company, which engages in the provision of information technology hardware, software, and service solutions through its subsidiaries..",0,0,0,8,22,50
"CNOOC engages in the exploration, production, refining and sale of oil, gas, electricity and chemicals.. China Telecom operates in the industry of Materials. Shell operates in the industry of oil & gas operations.",0,0,1,20,30,41
"Pfizer engages in the discovery, development, manufacturing, marketing, distribution, and selling of biopharmaceutical products worldwide.. Prudential Financial engages in the exploration, production, transportation, and sale of crude oil and natural gas.. IBM has headquarters in United States.",1,0,1,23,45,52
"Eni engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking.. UBS Group engages in the provision of banking and financial services.. BNP Paribas has headquarters in Canada.",0,0,0,21,34,44
"Petrobras engages in oil and gas exploration, production, and distribution activities.. Walt Disney has headquarters in United States. Reliance Industries has headquarters in India.",1,1,1,14,22,30
"PetroChina engages in the petroleum related products, services and activities.. Petrobras operates in the industry of Insurance. Industrial and Commercial Bank of China engages in the provision of commercial banking and financial services..",1,0,1,12,22,39
Nestle operates in the industry of Retailing. Pfizer operates in the industry of Retailing. AXA operates as a holding company that engages in the provision of insurance and asset management services..,0,0,1,9,9,38
Commonwealth Bank of Australia has headquarters in South Korea. E.ON has headquarters in United States. Chevron engages in the development and sale of properties..,0,0,0,9,18,29
"Truist Financial operates in the industry of banking. Canadian Imperial Bank of Commerce is a financial institution, which engages in the provision of banking and wealth management services.. China Mobile operates as an investment holding company..",1,1,1,9,31,40
Stellantis operates in the industry of Oil & Gas Operations. BP operates as an integrated oil and gas company.. Univlever has headquarters in Germany.,0,1,0,11,21,29
"ConocoPhillips engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry.. Cigna Corporation operates in the industry of insurance. Generali Group engages in the provision of insurance and financial products..",0,1,1,29,40,53
BHP Group has headquarters in Australia. ENGIE operates in the industry of oil & gas operations. Agricultural Bank of China has headquarters in Japan.,1,1,0,6,19,28
E.ON engages in the manufacture and distribution of motor vehicles and parts.. Toronto-Dominion Bank has headquarters in Hong Kong. Accenture has headquarters in Ireland.,0,0,1,13,25,33
"Sanofi operates in the industry of drugs & biotechnology. Nestle is a nutrition, health and wellness company that engages in the manufacture, supply and production of prepared dishes and cooking aids, milk-based products, pharmaceuticals and ophthalmic goods, baby foods and cereals.. Novartis has headquarters in Switzerland.",1,1,1,9,52,60
BP operates in the industry of Telecommunications Services. Procter & Gamble has headquarters in United States. Broadcom has headquarters in United States.,0,1,1,8,20,20
"Intel operates in the industry of Banking. VINCI operates in the industry of construction. Agricultural Bank of China is a holding company, which engages in the provision of financial services..",0,1,0,7,17,35
JPMorgan Chase is a financial holding company. It provides financial and investment banking services.. Comcast operates in the industry of media. Bank of Communications engages in the manufacture and distribution of motor vehicles and parts..,1,1,0,16,25,40
"Bank of America is a holding company, which engages in the business of acquisition and operation of different companies.. Tokio Marine Holdings engages in the management of its group companies which are in the insurance business.. Honda Motor operates in the industry of Household & Personal Products.",0,1,0,19,39,52
Deere & Company has headquarters in United States. Tesla operates in the industry of Diversified Financials. American International Group operates in the industry of Diversified Financials.,1,0,0,8,20,20
HDFC Bank has headquarters in India. State Bank of India has headquarters in India. Shanghai Pudong Development Bank has headquarters in China.,1,1,1,7,7,27
"CITIC engages in the provision of insurance and investment advisory services.. UnitedHealth Group engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper.. Mitsubishi engages in the provision of services utilizing the function of general trading..",0,0,1,12,37,53
Mizuho Financial operates in the industry of banking. State Bank of India operates in the industry of Consumer Durables. Shanghai Pudong Development Bank operates in the industry of Semiconductors.,1,0,0,10,23,38
Sanofi has headquarters in Canada. Truist Financial British American Tobacco Acts as a financing subsidiary/special purpose entity.. Taiwan Semiconductor Manufacturing Company operates in the industry of semiconductors.,0,0,1,5,21,34
"SoftBank has headquarters in Australia. Bristol Myers Squibb is a research-based biopharmaceutical company, which engages in the development and sale of pharmaceutical products.. BHP Group operates as a holding company that engages in the management of its group companies..",0,0,0,5,31,49
"Siemens operates in the industry of conglomerates. HCA Healthcare provides banking and financial services to individuals and institutions.. AbbVie (ABBV) engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity..",1,0,0,11,24,60
Deutsche Post has headquarters in Germany. Nippon Telegraph & Telephone has headquarters in Canada. Capital One operates in the industry of Insurance.,1,0,0,6,17,26
Lloyds Banking Group operates in the industry of banking. Verizon Communications has headquarters in Japan. Mizuho Financial has headquarters in Japan.,1,0,1,11,19,19
Manulife British American Tobacco Acts as a financing subsidiary/special purpose entity.. Volkswagen Group has headquarters in Germany. LukOil operates in the industry of Oil & Gas Operations.,0,1,0,14,24,36
"Bank of Montreal operates in the industry of banking. LVMH Moet Hennessy Louis Vuitton has headquarters in France. Raytheon Technologies engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services..",1,1,0,8,25,58
Dell Technologies operates in the industry of Aerospace & Defense. Toyota Motor has headquarters in United States. Univlever operates in the industry of Trading Companies.,0,0,0,10,18,29
Agricultural Bank of China engages in the provision of international commercial banking and financial services.. Charter Communications has headquarters in Ireland. FedEx has headquarters in Italy.,1,0,0,15,22,29
"Zurich Insurance is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.. Comcast operates in the industry of Chemicals. Bayerische Motoren Werke (BMW) engages in the manufacture and sale of automobiles and motorcycles..",0,0,1,34,43,65
Rosneft has headquarters in Japan. Electricite de France engages in the retail sale of home improvement products.. Saudi Arabian Oil Company (Saudi Aramco) has headquarters in United Kingdom.,0,0,0,6,20,36
"Lockheed Martin operates in the industry of Banking. Toyota Motor engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products.. MetLife engages in the exploration, mining, and processing of mineral resources..",0,0,0,8,31,46
Honeywell is the world's largest home improvement specialty retailer.. CNOOC has headquarters in United States. ANZ operates in the industry of banking.,0,0,1,10,19,28
Enbridge operates in the industry of oil & gas operations. Roche Holding has headquarters in Hong Kong. British American Tobacco operates in the industry of Utilities.,1,0,0,10,19,29
Generali Group engages in the provision of branded consumer packaged goods.. China Citic Bank operates in the industry of banking. China Merchants Bank has headquarters in United States.,0,1,0,11,22,33
PNC Financial Services operates in the industry of banking. America Movil operates in the industry of telecommunications services. Postal Savings Bank of China engages in the manufacture and sale of motor vehicles and parts..,1,1,0,9,21,38
"China Life Insurance has headquarters in China. AXA operates in the industry of Banking. Anheuser-Busch InBev operates as a holding company, which engages in the manufacture and distribution of alcoholic and non-alcoholic beverages..",1,0,1,6,16,46
"Charles Schwab Corporation engages in the production and marketing of consumer goods in the nutrition, hygiene, and personal care categories.. Amazon.com operates in the industry of Consumer Durables. Duke Energy has headquarters in United States.",0,0,1,22,34,42
Danaher operates in the industry of conglomerates. KDDI operates in the industry of telecommunications services. Honda Motor has headquarters in United States.,1,1,0,11,22,31
"Saudi Arabian Oil Company (Saudi Aramco) operates in the industry of oil & gas operations. Tesla has headquarters in Ireland. Ford Motor engages in the manufacture, distribution and sale of automobiles..",1,0,1,19,25,38
Japan Post Holdings operates in the industry of insurance. Lockheed Martin operates in the industry of aerospace & defense. China Vanke operates in the industry of Telecommunications Services.,1,1,0,9,20,32
United Parcel Service operates as a logistics and package delivery company providing supply chain management services.. VINCI has headquarters in United States. Honda Motor has headquarters in Japan.,1,0,1,17,26,34
"Anglo American is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals.. PepsiCo operates in the industry of food, drink & tobacco. Airbus Group has headquarters in Netherlands.",1,1,1,18,37,45
"Public Joint Stock Company Gazprom operates in the industry of Food, Drink & Tobacco. GlaxoSmithKline has headquarters in United Kingdom. Anheuser-Busch InBev has headquarters in Belgium.",0,1,1,15,27,41
"Stellantis has headquarters in United States. Airbus Group is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries.. Danaher has headquarters in United States.",0,0,1,7,42,50
PepsiCo has headquarters in United States. MetLife operates in the industry of Banking. Volkswagen Group operates as an integrated oil and gas company..,1,0,0,8,17,31
Berkshire Hathaway operates in the industry of diversified financials. Deutsche Telekom has headquarters in Germany. BlackRock operates in the industry of Transportation.,1,1,0,13,23,32
LukOil operates in the industry of oil & gas operations. Walmart has headquarters in United States. AbbVie (ABBV) has headquarters in Taiwan.,1,1,0,11,20,33
Bristol Myers Squibb operates in the industry of Retailing. Telefonica has headquarters in Australia. LukOil has headquarters in United Kingdom.,0,0,0,13,22,30
"Chevron has headquarters in United States. Johnson & Johnson engages in the exploration, development, and distribution of oil, gas, and petroleum products.. Hitachi is a holding company that engages in the provision of telecommunication services..",1,0,0,7,28,44
"Nestle engages in the designing, manufacturing, and selling of cars, trucks and automobile parts.. American International Group has headquarters in Ireland. HSBC Holdings operates in the industry of Banking.",0,0,0,18,26,37
National Australia Bank engages in the provision of banking and financial services.. AT&T has headquarters in United States. Nestle has headquarters in Switzerland.,1,1,1,11,20,27
"HCA Healthcare operates in the industry of health care equipment & services. Industrial Bank operates in the industry of banking. Nestle operates in the industry of food, drink & tobacco.",1,1,1,12,21,34
Taiwan Semiconductor Manufacturing Company operates in the industry of Oil & Gas Operations. Mitsubishi UFJ Financial Group has headquarters in Japan. Iberdrola has headquarters in United States.,0,1,0,16,28,38
Nippon Telegraph & Telephone operates as an investment holding company.. Toyota Motor operates in the industry of Materials. SAP operates in the industry of it software & services.,0,0,1,11,20,32
Ford Motor has headquarters in United States. Roche Holding operates as a research healthcare company.. Medtronic operates in the industry of health care equipment & services.,1,1,1,7,17,31
Tencent Holdings operates in the industry of it software & services. BBVA has headquarters in Spain. Toyota Motor engages in the manufacture and sale of motor vehicles and parts..,1,1,1,12,19,33
Exxon Mobil has headquarters in Germany. Costco Wholesale engages in the operation of membership warehouses.. Commonwealth Bank of Australia has headquarters in Australia.,0,1,1,7,20,25
Shanghai Pudong Development Bank provides banking and financial services.. Fubon Financial operates in the industry of Oil & Gas Operations. Thermo Fisher Scientific has headquarters in South Korea.,1,0,0,12,25,35
"Intel has headquarters in United States. Taiwan Semiconductor Manufacturing Company engages in the production and distribution of cars, trucks and vans.. Industrial and Commercial Bank of China operates in the industry of banking.",1,0,1,6,26,39
Shell has headquarters in Netherlands. Visa operates in the industry of business services & supplies. Ping An Insurance (Group) Company of China operates in the industry of Technology Hardware & Equipment.,1,1,0,4,16,35
American Express has headquarters in United States. Anglo American engages in the electricity generation and distribution and distribution of natural gas.. Barclays operates in the industry of banking.,1,0,1,6,21,31
