statement,label_1,label_2,label_3,token_1,token_2,token_3
Promethium has the symbol C. Radium is in the Alkaline earth metal group. Hafnium has the symbol Ag.,0,1,0,6,18,27
Cadmium is used in rechargeable batteries and as a pigment. Lanthanum appears in its standard state as Solid. Cerium has the atomic number of 73.,1,1,0,11,22,33
Samarium appears in its standard state as Gas. Samarium appears in its standard state as Solid. Indium is an essential trace element in living organisms and is used to strengthen steel.,0,1,0,8,18,35
Boron is in the Metalloid group. Vanadium has the atomic number of 93. Radon has the symbol U.,1,0,0,9,20,27
Actinium has the symbol Ac. Gold has the symbol In. Arsenic is in the Transition metal group.,1,0,0,5,11,20
Hydrogen is in the Transition metal group. Fluorine is the most reactive and electronegative element. Arsenic is in the Metalloid group.,0,1,1,7,21,31
Cobalt has the atomic number of 27. Strontium is necessary for aerobic respiration in living organisms. Hafnium is in the Transition metal group.,1,0,1,9,21,32
Iron is in the Post-transition metal group. Titanium is in the Transition metal group. Iron has the symbol Mn.,0,1,0,8,8,23
Sodium has the symbol Na. Gold appears in its standard state as Gas. Lutetium has the symbol S.,1,0,0,5,14,23
Lithium has the symbol Ti. Mercury is in the Metalloid group. Manganese appears in its standard state as Liquid.,0,0,0,5,14,24
Cadmium is in the Transition metal group. Gadolinium is in the Lanthanide group. Ytterbium is in the Lanthanide group.,1,1,1,8,8,20
Promethium is a radioactive element used in luminous paints. Silver appears in its standard state as Gas. Silicon has the symbol Si.,1,0,1,10,19,25
Antimony has the symbol Sb. Osmium has the symbol Na. Zirconium is in the Transition metal group.,1,0,1,6,14,24
Radon appears in its standard state as Solid. Uranium is a radioactive element used as fuel in nuclear reactors and in the production of atomic weapons. Francium is in the Alkali metal group.,0,1,1,8,28,39
Gadolinium appears in its standard state as Gas. Lead appears in its standard state as Liquid. Niobium appears in its standard state as Solid.,0,0,1,10,19,30
Beryllium has the atomic number of 4. Copper appears in its standard state as Gas. Antimony is in the Metalloid group.,1,0,1,9,18,28
Tin has the symbol Th. Ruthenium appears in its standard state as Gas. Technetium is in the Transition metal group.,0,0,1,5,16,26
Zinc is essential for muscle and nerve function and is highly reactive with water. Gadolinium is in the Transition metal group. Molybdenum has the symbol Rb.,0,0,0,14,24,32
Radon is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard. Zirconium is in the Lanthanide group. Oxygen has the symbol Ge.,1,0,0,26,38,44
Selenium is in the Nonmetal group. Lanthanum is an excellent conductor of electricity and is used in wiring and pipes. Palladium appears in its standard state as Gas.,1,0,0,7,24,34
Silicon appears in its standard state as Solid. Tantalum has the atomic number of 68. Nitrogen is an essential component of proteins and DNA.,1,0,1,8,20,30
Bismuth has the atomic number of 50. Yttrium has the atomic number of 55. Antimony is used in flame retardants and some semiconductors.,0,0,1,10,21,34
Tin is used in flame retardants and some semiconductors. Hydrogen has the atomic number of 1. Erbium appears in its standard state as Solid.,0,1,1,10,19,30
Erbium is used in lasers and fiber-optic communication. Scandium is in the Alkali metal group. Calcium has the symbol Ca.,1,0,1,11,22,28
Carbon has the symbol La. Osmium is in the Actinide group. Beryllium appears in its standard state as Solid.,0,0,1,4,15,26
Holmium is in the Transition metal group. Helium is in the Noble gas group. Phosphorus has the symbol Ag.,0,1,0,7,7,23
Palladium has the symbol Ce. Arsenic is a toxic element used in pesticides and some alloys. Dysprosium is in the Lanthanide group.,0,1,1,6,19,32
"Francium has the atomic number of 59. Ytterbium has the atomic number of 70. Germanium is used in coins, batteries, and corrosion-resistant alloys.",0,1,0,10,24,39
"Phosphorus is essential for life and is a component of ATP, DNA, and RNA. Lutetium appears in its standard state as Solid. Yttrium has the atomic number of 39.",1,1,1,16,28,40
"Iridium is a rare, dense metal used in spark plugs, fountain pen nibs, and crucibles for high-temperature applications.. Lutetium has the atomic number of 67. Lead is a heavy, toxic metal used in batteries, radiation shielding, and some solders.",1,0,1,25,38,57
Thorium is in the Transition metal group. Polonium is in the Transition metal group. Terbium has the atomic number of 75.,0,0,0,8,8,29
Thulium has the atomic number of 69. Terbium is used in green phosphors and lasers. Gallium appears in its standard state as Gas.,1,1,0,10,22,32
Lithium has the atomic number of 78. Cesium has the symbol Cs. Bismuth has the atomic number of 83.,0,1,1,9,17,28
Xenon has the symbol Ce. Krypton appears in its standard state as Solid. Polonium has the symbol O.,0,0,0,6,17,24
Praseodymium appears in its standard state as Solid. Bromine has the symbol Br. Germanium is a semiconductor used in transistors and photovoltaic cells.,1,1,1,10,17,29
Samarium is in the Nonmetal group. Indium is used in touchscreens and some semiconductors. Neodymium is used in powerful permanent magnets and lasers.,0,1,1,7,18,30
Zirconium appears in its standard state as Gas. Thallium has the symbol Ag. Actinium is in the Actinide group.,0,0,1,9,17,27
Nitrogen appears in its standard state as Solid. Actinium is in the Transition metal group. Gallium has the symbol Mo.,0,0,0,8,17,24
Silicon appears in its standard state as Gas. Krypton has the symbol Kr. Tin is in the Transition metal group.,0,1,0,8,16,24
"Radium appears in its standard state as Solid. Arsenic is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells. Ytterbium appears in its standard state as Gas.",1,0,0,8,30,43
Praseodymium has the atomic number of 59. Potassium is essential for muscle and nerve function and is highly reactive with water. Tellurium has the symbol Te.,1,1,1,11,26,34
Cadmium appears in its standard state as Gas. Thulium is in the Post-transition metal group. Mercury appears in its standard state as Solid.,0,0,0,9,21,30
Dysprosium is used in magnets and lasers. Bromine has the atomic number of 48. Uranium appears in its standard state as Solid.,1,0,1,10,21,31
Fluorine appears in its standard state as Solid. Protactinium appears in its standard state as Gas. Promethium has the atomic number of 61.,0,0,1,9,20,32
"Niobium has the symbol Nb. Yttrium has the symbol Y. Nickel is used in coins, batteries, and corrosion-resistant alloys.",1,1,1,7,9,30
Palladium has the atomic number of 46. Holmium is used in lasers and magnetic refrigeration. Astatine is used in MRI contrast agents and X-ray tubes.,1,1,0,10,20,35
Neon is used in neon signs and produces a distinct reddish-orange glow. Fluorine has the symbol Rn. Sodium is in the Alkali metal group.,1,0,1,14,23,33
Tantalum is used in capacitors and high-temperature alloys. Arsenic has the symbol As. Iron is in the Transition metal group.,1,1,1,12,19,27
Platinum is a highly conductive and reflective metal used in jewelry and electronics. Cadmium appears in its standard state as Solid. Praseodymium appears in its standard state as Gas.,0,1,0,13,23,35
"Radium is used in high-temperature applications and steel alloys. Lutetium is in the Transition metal group. Gold is a heavy, toxic metal used in batteries, radiation shielding, and some solders.",0,0,0,11,22,41
Calcium has the atomic number of 23. Niobium has the atomic number of 61. Scandium appears in its standard state as Gas.,0,0,0,9,21,31
Francium has the atomic number of 87. Protactinium has the atomic number of 82. Platinum has the atomic number of 78.,1,0,1,10,22,21
Calcium appears in its standard state as Solid. Molybdenum has the atomic number of 33. Antimony has the symbol Ag.,1,0,0,8,18,26
Copper has the atomic number of 29. Sodium appears in its standard state as Gas. Selenium is in the Noble gas group.,1,0,0,9,18,27
Copper is the most abundant element in the universe. Gallium is used in catalytic converters and some electronic components. Calcium is essential for bone formation and muscle function.,0,0,1,9,21,31
Aluminum has the atomic number of 13. Iridium appears in its standard state as Gas. Neon appears in its standard state as Gas.,1,0,1,9,19,19
Terbium appears in its standard state as Gas. Chlorine has the atomic number of 17. Holmium appears in its standard state as Solid.,0,1,1,9,20,30
Tantalum is in the Transition metal group. Thorium is in the Actinide group. Aluminum is in the Post-transition metal group.,1,1,1,9,9,19
Sodium has the symbol Xe. Cobalt has the symbol V. Zinc has the atomic number of 30.,0,0,1,6,13,23
Mercury has the symbol Zr. Lutetium appears in its standard state as Gas. Neodymium appears in its standard state as Gas.,0,0,0,6,18,18
Hydrogen appears in its standard state as Gas. Rhenium has the symbol Re. Oxygen is necessary for aerobic respiration in living organisms.,1,1,1,8,16,26
Sulfur has the symbol S. Hafnium has the atomic number of 63. Xenon is a noble gas used in lighting and medical imaging.,1,0,1,6,19,32
Ruthenium has the atomic number of 77. Krypton is used in superconducting materials and steel alloys. Neon has the atomic number of 10.,0,0,1,10,23,33
"Promethium is used in lasers and medical imaging. Samarium is in the Lanthanide group. Magnesium is used in strong, permanent magnets and as a blue pigment.",0,1,0,9,20,34
Erbium appears in its standard state as Gas. Xenon is in the Alkali metal group. Rubidium has the atomic number of 82.,0,0,0,9,20,31
Chromium has the atomic number of 24. Phosphorus appears in its standard state as Liquid. Hydrogen is in the Nonmetal group.,1,0,1,10,20,28
Molybdenum appears in its standard state as Gas. Sulfur appears in its standard state as Solid. Protactinium is in the Lanthanide group.,0,1,0,8,18,30
Oxygen has the atomic number of 80. Francium appears in its standard state as Gas. Cadmium has the atomic number of 50.,0,0,0,9,19,30
Bismuth has the symbol Bi. Promethium has the symbol Pm. Krypton has the atomic number of 52.,1,1,0,6,15,27
Argon is in the Noble gas group. Radium has the symbol Ce. Silicon is the second most abundant element in Earth's crust and is used in computer chips.,1,0,1,7,14,32
Germanium has the symbol Tb. Francium appears in its standard state as Solid. Molybdenum is used in catalytic converters and some electronic components.,0,1,0,6,16,28
Sodium has the atomic number of 11. Calcium is in the Alkaline earth metal group. Neodymium has the symbol Be.,1,1,0,8,20,28
Tungsten has the atomic number of 5. Radium has the atomic number of 88. Nickel has the atomic number of 81.,0,1,0,8,18,30
"Indium appears in its standard state as Gas. Aluminum is a lightweight, corrosion-resistant metal used in many applications. Iodine has the atomic number of 53.",0,1,1,8,22,33
"Molybdenum is in the Actinide group. Helium is used to fill balloons and airships because it is lighter than air. Gold is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",0,1,1,8,18,50
Europium appears in its standard state as Solid. Polonium appears in its standard state as Gas. Astatine is in the Nonmetal group.,1,0,0,10,20,30
Boron is used in flame retardants and some semiconductors. Lithium appears in its standard state as Gas. Holmium has the atomic number of 2.,0,0,0,11,20,30
Radon has the symbol Rn. Thulium appears in its standard state as Gas. Magnesium is in the Alkaline earth metal group.,1,0,1,6,17,28
Vanadium appears in its standard state as Solid. Neon has the atomic number of 37. Neon has the symbol Ne.,1,0,1,8,18,24
"Lithium is a lightweight, corrosion-resistant metal used in many applications. Actinium has the symbol Pa. Lithium is in the Transition metal group.",0,0,0,13,20,28
Helium is used in lasers and medical imaging. Hydrogen has the atomic number of 42. Samarium forms more compounds than any other element.,0,0,0,8,18,28
Bismuth is used in PET scans and some cancer treatments. Terbium has the atomic number of 65. Cerium is in the Lanthanide group.,0,1,1,11,23,34
Radon is in the Noble gas group. Gold is in the Nonmetal group. Tin has the atomic number of 50.,1,0,1,7,7,25
Carbon has the atomic number of 6. Iron appears in its standard state as Gas. Tungsten is in the Actinide group.,1,0,0,7,16,26
Cadmium has the atomic number of 48. Nitrogen is in the Nonmetal group. Osmium appears in its standard state as Gas.,1,1,0,10,18,29
Radium is in the Noble gas group. Scandium appears in its standard state as Solid. Rubidium is in the Transition metal group.,0,1,0,7,17,26
Iridium has the symbol Ir. Tin appears in its standard state as Solid. Nickel has the symbol Ni.,1,1,1,5,14,21
Mercury has the symbol Hg. Radon has the atomic number of 74. Scandium has the atomic number of 35.,1,0,0,5,16,27
Technetium is used in phosphors for CRT displays and LEDs. Technetium is in the Nonmetal group. Tellurium has the atomic number of 80.,0,0,0,12,22,34
