statement,label_1,label_2,label_3
Molybdenum is in the Actinide group. Polonium is used in neon signs and produces a distinct reddish-orange glow. Antimony is used in flame retardants and some semiconductors.,0,0,1
Tantalum is a radioactive actinide mainly used in research and plutonium production. Gadolinium has the symbol Nb. Carbon has the atomic number of 86.,0,0,0
Magnesium appears in its standard state as Solid. Vanadium has the symbol V. Chromium is used in stainless steel and as a decorative plating.,1,1,1
Yttrium is used in medical imaging and fireworks. Cobalt appears in its standard state as Gas. Neon has the atomic number of 10.,0,0,1
"Vanadium is in the Noble gas group. Magnesium is used in strong, permanent magnets and as a blue pigment. Zinc has the symbol V.",0,0,0
Bromine has the atomic number of 35. Samarium has the atomic number of 7. Chlorine has the symbol Cl.,1,0,1
Iridium has the symbol Ir. Ytterbium appears in its standard state as Gas. Titanium has the atomic number of 22.,1,0,1
Hafnium appears in its standard state as Gas. Palladium appears in its standard state as Gas. Francium has the symbol Fr.,0,0,1
"Indium has the symbol In. Calcium is essential for bone formation and muscle function. Neptunium is used in strong, permanent magnets and as a blue pigment.",1,1,0
Rubidium is a highly reactive alkali metal used in atomic clocks. Tantalum is in the Transition metal group. Thulium is in the Lanthanide group.,1,1,1
Barium has the symbol Ba. Argon has the atomic number of 18. Phosphorus is in the Transition metal group.,1,1,0
Rubidium has the atomic number of 82. Rubidium is in the Alkali metal group. Hafnium is in the Transition metal group.,0,1,1
"Krypton is in the Noble gas group. Nickel is used in coins, batteries, and corrosion-resistant alloys. Thulium has the symbol Tm.",1,1,1
Hydrogen has the symbol H. Platinum is a highly conductive and reflective metal used in jewelry and electronics. Carbon is in the Nonmetal group.,1,0,1
Arsenic appears in its standard state as Gas. Phosphorus has the atomic number of 15. Manganese appears in its standard state as Liquid.,0,1,0
Phosphorus has the symbol P. Silicon appears in its standard state as Solid. Thulium appears in its standard state as Solid.,1,1,1
"Astatine is a highly radioactive halogen, and its isotopes are used in some cancer treatments. Yttrium is in the Nonmetal group. Silicon is in the Transition metal group.",1,0,0
Niobium is used in nuclear reactors due to its low neutron absorption. Barium has the atomic number of 56. Polonium is in the Metalloid group.,0,1,1
Lead appears in its standard state as Liquid. Indium has the atomic number of 13. Nitrogen has the atomic number of 7.,0,0,1
Zirconium has the atomic number of 27. Polonium has the symbol O. Astatine has the symbol At.,0,0,1
Helium has the atomic number of 91. Praseodymium is in the Transition metal group. Beryllium has the symbol Be.,0,0,1
Palladium appears in its standard state as Solid. Praseodymium is used in strong magnets and as a yellow pigment. Potassium appears in its standard state as Solid.,1,1,1
Ruthenium appears in its standard state as Gas. Cadmium is used in rechargeable batteries and as a pigment. Rubidium is in the Transition metal group.,0,1,0
Carbon appears in its standard state as Solid. Rhodium has the symbol K. Boron has the atomic number of 27.,1,0,0
Cerium has the symbol F. Chromium appears in its standard state as Solid. Francium has the atomic number of 87.,0,1,1
Technetium has the atomic number of 43. Indium is in the Transition metal group. Indium is used in touchscreens and some semiconductors.,1,0,1
Arsenic has the symbol Ca. Iridium is in the Transition metal group. Rubidium has the atomic number of 37.,0,1,1
Thorium appears in its standard state as Gas. Tungsten appears in its standard state as Solid. Sodium has the symbol Xe.,0,1,0
Erbium has the symbol Eu. Neptunium is a radioactive actinide mainly used in research and plutonium production. Niobium has the symbol Ar.,0,1,0
Holmium is in the Transition metal group. Radium has the atomic number of 88. Europium has the atomic number of 63.,0,1,1
Lutetium has the atomic number of 67. Helium appears in its standard state as Solid. Thallium is in the Post-transition metal group.,0,0,1
Cesium appears in its standard state as Liquid. Europium appears in its standard state as Solid. Magnesium appears in its standard state as Gas.,0,1,0
Carbon forms more compounds than any other element. Neon appears in its standard state as Solid. Oxygen is in the Alkaline earth metal group.,1,0,0
Fluorine has the atomic number of 9. Lanthanum is an excellent conductor of electricity and is used in wiring and pipes. Sulfur is in the Nonmetal group.,1,0,1
Astatine has the symbol He. Cadmium appears in its standard state as Solid. Neptunium has the symbol Np.,0,1,1
Germanium has the symbol Tb. Potassium has the atomic number of 65. Europium is in the Halogen group.,0,0,0
Protactinium is in the Actinide group. Francium has the symbol P. Boron has the symbol B.,1,0,1
Iron has the atomic number of 4. Zirconium is used in nuclear reactors due to its low neutron absorption. Manganese has the atomic number of 25.,0,1,1
Lanthanum has the atomic number of 57. Erbium is in the Halogen group. Terbium is in the Lanthanide group.,1,0,1
Astatine is in the Nonmetal group. Oxygen has the atomic number of 8. Silver appears in its standard state as Gas.,0,1,0
"Promethium appears in its standard state as Solid. Cesium has the symbol Cs. Lead is a heavy, toxic metal used in batteries, radiation shielding, and some solders.",1,1,1
"Oxygen has the symbol Ge. Cadmium is in the Transition metal group. Gold is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",0,1,1
Gadolinium is a radioactive element used as fuel in nuclear reactors and in the production of atomic weapons. Neodymium is used in stainless steel and as a decorative plating. Neptunium appears in its standard state as Solid.,0,0,1
Thallium appears in its standard state as Gas. Tungsten appears in its standard state as Gas. Strontium has the atomic number of 88.,0,0,0
Arsenic has the atomic number of 33. Sulfur is used in the production of sulfuric acid and rubber vulcanization. Terbium is used in green phosphors and lasers.,1,1,1
Copper is an excellent conductor of electricity and is used in wiring and pipes. Phosphorus is used in catalytic converters and as a plating for jewelry. Yttrium appears in its standard state as Solid.,1,0,1
Vanadium appears in its standard state as Solid. Palladium is in the Transition metal group. Calcium appears in its standard state as Solid.,1,1,1
Vanadium is used to strengthen steel and in some high-capacity batteries. Radon appears in its standard state as Solid. Platinum has the symbol At.,1,0,0
Neptunium has the symbol Hg. Manganese appears in its standard state as Solid. Lead appears in its standard state as Solid.,0,1,1
Lead is used in lasers and magnetic refrigeration. Argon appears in its standard state as Solid. Calcium has the symbol Ca.,0,0,1
Helium is in the Lanthanide group. Xenon has the atomic number of 50. Barium has the atomic number of 20.,0,0,0
"Krypton is in the Transition metal group. Nitrogen is a highly radioactive halogen, and its isotopes are used in some cancer treatments. Samarium has the symbol Ge.",0,0,0
Chlorine has the atomic number of 67. Rhenium appears in its standard state as Gas. Gallium is in the Post-transition metal group.,0,0,1
Iron is in the Transition metal group. Ruthenium has the atomic number of 44. Sulfur is a highly radioactive alkali metal with no practical applications due to its instability.,1,1,0
Tungsten has the atomic number of 74. Yttrium is in the Transition metal group. Xenon is in the Alkali metal group.,1,1,0
Xenon is in the Noble gas group. Thallium has the atomic number of 15. Silver has the symbol Ag.,1,0,1
Sodium appears in its standard state as Gas. Indium has the atomic number of 49. Bromine is in the Lanthanide group.,0,1,0
Promethium has the symbol Pm. Cerium has the atomic number of 73. Ruthenium appears in its standard state as Solid.,1,0,1
Scandium has the symbol W. Zirconium is in the Transition metal group. Lithium has the atomic number of 78.,0,1,0
Gadolinium is used in MRI contrast agents and X-ray tubes. Cobalt has the symbol V. Gold is in the Nonmetal group.,1,0,0
Hydrogen appears in its standard state as Solid. Protactinium appears in its standard state as Solid. Arsenic has the symbol As.,0,1,1
Neon has the atomic number of 37. Yttrium is used in phosphors for CRT displays and LEDs. Chromium has the symbol B.,0,1,0
"Molybdenum appears in its standard state as Solid. Germanium has the atomic number of 32. Sodium is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",1,1,0
Sodium has the atomic number of 36. Cadmium has the atomic number of 48. Technetium appears in its standard state as Gas.,0,1,0
"Radium appears in its standard state as Solid. Oxygen is essential for life and is a component of ATP, DNA, and RNA. Titanium appears in its standard state as Solid.",1,0,1
